user_id,full_name,kyc_status,risk_segment,monthly_income,occupation,city,state,transaction_count,transaction_amount,average_transaction_value,failed_transaction_count,pending_transaction_count,dispute_count,disputed_amount,high_severity_disputes,critical_disputes,failed_rate,dispute_rate,risk_score,risk_level,repeated_dispute_flag,high_value_dispute_flag
USR34536,Hritik Kumer,Approved,low,42876.0,Gig Worker,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34542,Advik Soni,Approved,low,29586.0,Farmer,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34543,Oliver Talwar,Rejected,low,13959.0,Gig Worker,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34549,Reva Chhabra,In Progress,low,41313.0,Self Employed,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34552,Chakradev Mitra,Approved,medium,,Retired,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34554,Vihaandeo,Approved,high,36022.0,Unemployed,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34560,Krishna Parsa,Pending,medium,23300.0,Business Owner,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34561,Anjali Choudhary,Approved,low,,Salaried,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34564,Maya Kata,Approved,low,15729.0,Student,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34565,Abeer Sodhi,Approved,,53303.0,Farmer,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34572,Aditya Issac,Approved,low,51500.0,Retired,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34580,Yashasvi Sankar,Approved,low,18811.0,Gig Worker,Hyderabad,Telangana,1.0,20329.5,20329.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34581,Yasti Borah,Approved,low,18509.0,Retired,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34582,Yochanamisra,Approved,low,17640.0,Business Owner,Jaipur,Rajasthan,1.0,21898.86,21898.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34585,Odika Misra,Pending,low,22425.0,Unemployed,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34586,Rachana Mishra,Approved,high,27235.0,Freelancer,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34589,Ekani Gara,Approved,low,,Self Employed,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34590,Lopa Saxena,Approved,low,22106.0,Gig Worker,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34592,Garima Bahl,Rejected,medium,6645.0,Freelancer,Delhi,Delhi,1.0,22379.0,22379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34593,Watika Cheema,Approved,low,29900.0,Unemployed,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34596,Yashvi Master,Pending,medium,34668.0,Farmer,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34599,Jacob Sen,Approved,high,24397.0,Unemployed,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34604,Kashish Issac,Approved,medium,65091.0,Salaried,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34605,Anmol Puri,Approved,high,5300.0,Freelancer,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34606,Dhruv Dyal,Rejected,medium,23900.0,Self Employed,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34610,Madhavi Bhavsar,In Progress,medium,48635.0,Self Employed,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34611,Sachi Kulkarni,Approved,medium,29111.0,Farmer,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34612,Udarsh Sahni,Pending,,33649.0,Unemployed,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34613,Mahika Jani,Approved,low,30356.0,Farmer,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34614,Nihal Srivastava,Approved,low,25704.0,Business Owner,Pune,Maharashtra,1.0,15156.0,15156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34615,Krishna Pandya,Approved,medium,50829.0,Unemployed,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34617,Anya Venkataraman,Approved,low,12053.0,Farmer,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34619,Manthan Shukla,Approved,,17615.0,Retired,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34621,Krishna Seth,Approved,low,46401.0,Self Employed,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34625,Adweta Rau,Approved,low,20534.0,Business Owner,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34629,Tristan Batta,Approved,high,52591.0,Student,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34630,Gaurav Natarajan,Pending,low,18863.0,Salaried,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34631,Vasudha Verma,Approved,,28203.0,Retired,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34640,Siya Raman,Approved,low,16752.0,Gig Worker,Kolkata,West Bengal,1.0,21325.37,21325.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34641,Warda Bumb,Approved,low,20491.0,Salaried,Hyderabad,Telangana,1.0,4925.24,4925.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34642,Unni Basak,Approved,medium,8363.0,Gig Worker,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34651,Thomas Kadakia,Approved,medium,57599.0,Business Owner,Amritsar,Punjab,1.0,19949.87,19949.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34660,Anya Hari,Approved,medium,22070.0,Unemployed,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34662,Owen Sinha,Approved,medium,18744.0,Retired,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34664,Ira Sachdev,Approved,low,51166.0,Gig Worker,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34666,Lila Buch,Approved,low,60400.0,Farmer,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34670,Jagdish Saxena,Pending,low,15443.0,Freelancer,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34671,Nitara Bhagat,Approved,medium,22880.0,Farmer,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34674,Chaaya Walla,Approved,low,21931.0,Unemployed,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34686,Abeer Uppal,Approved,high,27689.0,Gig Worker,Chennai,Tamil Nadu,1.0,17698.8,17698.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34687,Mitali Master,Rejected,low,17956.0,Freelancer,Bengaluru,Karnataka,1.0,3145.9,3145.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34688,Chaitaly Bir,Approved,low,58381.0,Retired,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34689,Manya Wable,Pending,low,,Student,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34691,Kabir Kaul,Approved,low,24549.0,Retired,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34694,Jonathan Gara,Approved,medium,33829.0,Self Employed,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34695,Amara Khurana,Approved,medium,19448.0,Business Owner,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34696,Azad Ratta,Rejected,low,27142.0,Freelancer,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34698,Faraj Bobal,Approved,low,24092.0,Self Employed,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34700,Dayita Sur,Approved,low,,Freelancer,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34701,Chasmum Doshi,Approved,medium,,Unemployed,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34702,Owen Chatterjee,In Progress,medium,13388.0,Retired,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34708,Robert Grewal,In Progress,high,11859.0,Student,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34710,Qadim Murthy,Approved,medium,63269.0,Salaried,Hyderabad,Telangana,1.0,8311.16,8311.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34711,Varenya Deol,Rejected,low,62594.0,Student,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34712,Advaith Minhas,Approved,medium,29633.0,Retired,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34714,Zansi Narula,Approved,medium,,Gig Worker,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34717,Sanya Cherian,Approved,low,28800.0,Freelancer,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34720,Dayita Goda,Approved,low,17358.0,Gig Worker,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34722,Praneel Aurora,Rejected,low,18125.0,Self Employed,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34724,Chandani Chana,Approved,low,56859.0,Business Owner,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34727,Ranbir Savant,Approved,medium,13900.0,Freelancer,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34728,Ishaan Rao,Approved,low,44300.0,Student,Jalandhar,Punjab,1.0,3437.34,3437.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34731,Baghyawati Prabhu,Rejected,low,27305.0,Salaried,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34734,Saanvi Chhabra,Rejected,low,46384.0,Self Employed,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34737,Brinda Mani,Approved,low,20287.0,Salaried,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34739,Sachi Basu,Approved,low,,Retired,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34740,Advik Trivedi,Approved,medium,10164.0,Salaried,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34742,Ati Dash,Approved,high,43738.0,Unemployed,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34743,Dev Singh,Approved,low,46011.0,Retired,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34746,Ekaraj Krishnan,Approved,low,21003.0,Gig Worker,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34747,Lakshit Brar,Approved,low,42118.0,Freelancer,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34751,Madhavi Bava,Approved,medium,17693.0,Salaried,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34755,Brinda Sama,Approved,low,38953.0,Retired,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34756,Harini Anne,Approved,medium,51600.0,Student,Amritsar,Punjab,1.0,16980.77,16980.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34759,Anay Ravi,Pending,high,20185.0,Gig Worker,Jaipur,Rajasthan,1.0,4776.8,4776.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34760,Manthan Kumar,Approved,low,9600.0,Student,Jaipur,Rajasthan,1.0,11014.39,11014.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34762,Madhav Hayer,Approved,medium,75896.0,Student,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34765,Janya Mukhopadhyay,Approved,low,21538.0,Self Employed,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34770,Anya Vora,Approved,low,14406.0,Salaried,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34771,Omaja Seshadri,Approved,low,16113.0,Gig Worker,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34775,Amrita Gokhale,Approved,low,39140.0,Student,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34779,Anita Sridhar,Approved,low,38227.0,Retired,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34783,Isaiah Kata,Approved,low,18869.0,Freelancer,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34793,Kamya Gandhi,Approved,low,25200.0,Business Owner,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34798,Jai Sathe,Approved,low,25734.0,Retired,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34799,Thomas Sawhney,Approved,low,10533.0,Freelancer,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34804,Kalpit Natt,Approved,low,19076.0,Gig Worker,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34805,Naveen Saraf,Approved,low,17783.0,Farmer,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34811,Aishani Bhat,Approved,high,9556.0,Student,Kolkata,West Bengal,1.0,5813.3,5813.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34813,Priya Kara,Approved,medium,28107.0,Freelancer,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34821,Osha Wagle,Approved,medium,20365.0,Gig Worker,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34823,Frado Mitra,Rejected,low,22190.0,Gig Worker,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34826,Mugdha Hari,Rejected,low,29860.0,Farmer,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34828,Anvichaudry,Approved,high,23015.0,Freelancer,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34830,Ladli Raja,Approved,high,27106.0,Business Owner,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34832,Vivaan Kanda,Approved,medium,,Unemployed,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34833,Ucchal Jhaveri,Approved,low,24422.0,Retired,Lucknow,Uttar Pradesh,1.0,11737.88,11737.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34834,Nandini Shenoy,Approved,low,14082.0,Retired,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34837,Maya Dugar,Approved,low,22843.0,Student,Jalandhar,Punjab,1.0,6989.11,6989.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34839,Chaitaly Virk,Approved,low,12341.0,Retired,Bengaluru,Karnataka,1.0,11271.08,11271.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34841,Akshay Suresh,Approved,medium,16300.0,Salaried,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34846,Nishashan,Rejected,high,24765.0,Freelancer,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34852,Gabriel Srivastava,Approved,low,14660.0,Freelancer,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34855,Ijaya Gaba,In Progress,low,22819.0,Gig Worker,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34858,Ria Chad,Approved,high,28135.0,Business Owner,Jalandhar,Punjab,1.0,1071.35,1071.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34859,Vanya Goel,Approved,low,23025.0,Self Employed,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34862,Ronith Vora,Approved,low,24543.0,Salaried,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34865,Avni Saraf,Approved,high,27200.0,Salaried,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34871,Mohini Oak,Approved,low,33103.0,Salaried,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34877,Anita Nagy,Approved,low,23171.0,Salaried,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34881,Lavanya Sachar,Pending,low,37059.0,Freelancer,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34882,Indiragolla,Approved,low,63777.0,Student,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34887,Laban Mand,Approved,,37263.0,Gig Worker,Ludhiana,Punjab,2.0,32032.8,16016.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34888,Varenya Hegde,Approved,low,11587.0,Student,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34891,Fitan Shroff,Approved,high,42846.0,Gig Worker,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34893,Tripti Gill,Approved,low,11906.0,Retired,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34896,Gauri Rajagopal,Approved,medium,14606.0,Freelancer,Pune,Maharashtra,1.0,1107.06,1107.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34897,Vedhika Saxena,Approved,low,25460.0,Farmer,Pune,Maharashtra,1.0,1863.0,1863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34900,Mitali Savant,Approved,low,36718.0,Self Employed,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34902,Chakradev Dora,Approved,medium,27800.0,Student,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34906,Mason Devi,Approved,medium,29231.0,Gig Worker,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34917,Thomas Sharaf,Approved,low,13715.0,Unemployed,Chennai,Tamil Nadu,1.0,2212.0,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34923,Aryanatt,Approved,low,59337.0,Self Employed,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34925,Bimala Nanda,Approved,medium,27329.0,Unemployed,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34926,Anya Singh,Approved,low,48371.0,Salaried,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34931,Adya Arora,Approved,medium,23700.0,Gig Worker,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34933,Manya Vora,Approved,low,24525.0,Salaried,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34935,Chatura Jaggi,Approved,low,24485.0,Gig Worker,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34936,Krishkoshy,Approved,low,,Unemployed,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34937,Warhi Salvi,Approved,medium,,Self Employed,Mumbai,Maharashtra,1.0,17985.0,17985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34938,Neha Karnik,Approved,low,28084.0,Salaried,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34941,Abdul Chokshi,Approved,high,34400.0,Salaried,Mumbai,Maharashtra,2.0,23817.73,11908.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,False,False
USR34943,Manya Sarkar,Approved,low,63800.0,Student,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34945,Jacob Nagi,Approved,low,14735.0,Gig Worker,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34951,Warjas Mammen,Approved,low,54034.0,Retired,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
USR34953,Timothy Thakkar,Pending,low,23064.0,Freelancer,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,False,False
