merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH7837,Wali Group,5812,Miscellaneous,Individual,Kolkata,West Bengal,2023-06-03,,Inactive,803.03
MCH7843,Rastogi-Das,5812,Restaurants & Food,Partnership,Amritsar,Punjab,2025-04-03,XXXX7401,Active,
MCH1234,"Shah, Pathak And Bera",,Hotel & Lodging,Partnership,Jaipur,Rajasthan,2025-10-06,,Active,354.58
MCH3311,"Agarwal, Bhandari And Varma",5699,Apparel & Fashion,Individual,Lucknow,Uttar Pradesh,2023-10-16,6820052693,Active,1187.8
MCH5354,Datta-Vala,5812,Restaurants & Food,Partnership,Ludhiana,Punjab,2023-02-16,XXXX9615,Active,2213.0
MCH7063,"Garg, Bawa And Hans",4814,Telecom,Private Limited,Lucknow,Uttar Pradesh,2025-12-28,,Active,2717.9
MCH6325,"Sathe, Seth And Varghese",5311,Department Store,Partnership,Delhi,Delhi,2025-04-03,,Inactive,422.65
MCH6299,Pathak-Mukherjee,5999,Miscellaneous,Individual,Delhi,Delhi,2025-02-02,,Suspended,256.83
MCH8863,Sastry Plc,4814,Telecom,Individual,Pune,Maharashtra,2024-08-03,,Active,
MCH5080,"Shere, Jha And Sarma",5912,Medical,Sole Proprietor,Kolkata,West Bengal,2025-02-22,,Active,2711.51
MCH6102,Andra-Sachar,5699,Apparel & Fashion,Sole Proprietor,Jaipur,Rajasthan,2023-12-12,,Active,926.97
MCH5630,Srinivas-Doshi,7011,Hotel & Lodging,Sole Proprietor,Amritsar,Punjab,2023-04-28,BCPS7283289501457,Inactive,2338.55
MCH2765,Buch Llc,4814,Telecom,Individual,Jaipur,Rajasthan,2024-12-27,,Active,132.32
MCH3533,Tiwari-Gulati,7011,Hotel & Lodging,Private Limited,Mumbai,Maharashtra,2025-10-07,SWEX6777199199579,Active,709.41
MCH1191,Raval Ltd,4814,Telecom,Individual,Kolkata,West Bengal,2023-01-19,,Inactive,1670.52
MCH1007,"Sunder, Wason And Pau",5812,Restaurants & Food,Partnership,Jaipur,Rajasthan,2023-11-19,,Active,164.45
MCH7841,Manda Group,5942,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2024-10-01,8517196401,Active,14164.49
MCH6672,Nagarajan Inc,5812,Restaurants & Food,Partnership,Lucknow,Uttar Pradesh,2024-10-11,,Active,9245.49
MCH6999,Solanki Plc,7011,Hotel & Lodging,Partnership,Chennai,Tamil Nadu,2024-02-26,,Active,926.71
MCH7525,Char-Narayanan,5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2025-03-31,,Active,424.34
MCH9963,Mahajan And S0Ns,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2025-01-19,7503956758,Active,7342.46
MCH2250,"Sachdev, Ma1H0Tra And Saraf",4131,Transportation,Individual,Ludhiana,Punjab,2023-12-17,XXXX4502,Inactive,4090.25
MCH2886,"Kurian, Dash And Walla",7011,Hotel & Lodging,Private Limited,Bengaluru,Karnataka,2023-05-25,XXXX6301,Inactive,8233.35
MCH7922,Dara Llc,,Restaurants & Food,Partnership,Mumbai,Maharashtra,2024-05-13,4216494567,Active,1260.96
MCH8346,Sane-Ben,5999,Miscellaneous,Private Limited,Kolkata,West Bengal,2024-04-03,IXCA8152224460445,Active,2955.96
MCH8460,Luthra Plc,5411,Department Store,Private Limited,Jaipur,Rajasthan,2023-03-10,XXXX0930,Active,2927.81
MCH2926,Sule-Thaker,5942,Books & Stationery,Partnership,Bengaluru,Karnataka,2024-12-16,XXXX3557,Active,1590.53
MCH9839,Natarajan-Keer,5812,Restaurants & Food,Individual,Delhi,Delhi,2025-03-03,XXXX6434,Active,2189.15
MCH3292,Sehgal-Kapur,5912,Medical,Private Limited,Jalandhar,Punjab,2025-06-03,,Active,751.44
MCH1711,"Sastry, Kota And Merchant",5411,Grocery,Sole Proprietor,Ludhiana,Punjab,2023-12-17,NEUM7554192097058,Active,1991.22
MCH7479,"Wadhwa, Bhatia And Gade",5311,Retail,Partnership,Chennai,Tamil Nadu,2024-09-14,8868630340,Active,998.0
MCH7802,"Kapur, Sarna And Chandra",,Books & Stationery,Individual,Ludhiana,Punjab,2023-06-30,,Inactive,9218.28
MCH5483,Khare Inc,5311,Retail,Sole Proprietor,Jalandhar,Punjab,2025-04-28,5460112584,Active,827.39
MCH7476,Sundaram Ltd,5411,Grocery,Sole Proprietor,Ludhiana,Punjab,2025-07-09,MKAI7735339239141,Active,1389.53
MCH3875,Kade And Sons,4814,Telecom,Private Limited,Pune,Maharashtra,2024-01-12,,Active,3073.34
MCH3690,Aurora Inc,4131,Travel,Partnership,Bengaluru,Karnataka,2025-04-26,XXXX3060,Active,915.55
MCH8530,Chopra-Khanna,5311,Department Store,Partnership,Hyderabad,Telangana,,,Active,442.28
MCH4577,"Atwal, Sura And Bhatti",5812,Restaurants & Food,Partnership,Hyderabad,Telangana,2026-01-03,PWDW0230553443063,Active,316.9
MCH1134,"Sani, Uppal And Pillai",,Pharmacy,Partnership,Kolkata,West Bengal,2025-04-11,,Active,6246.52
MCH1704,"Shukla, Hari And Chopra",4131,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2023-04-08,,Inactive,2965.45
MCH3551,"Chaudry, Toor And Lala",4814,Telecom,Sole Proprietor,Bengaluru,Karnataka,2023-12-15,,Active,941.64
MCH6118,"Radhakrishnan, Lala And Devi",5311,Department Store,Sole Proprietor,Delhi,Delhi,2024-01-06,6215610983,Active,11547.0
MCH9180,Ramaswamyplc,5699,Apparel & Fashion,Individual,Pune,Maharashtra,2025-08-08,,Suspended,
MCH3984,"Wadhwa, Sunder And Bobal",7011,Hotel & Lodging,Private Limited,Chennai,Tamil Nadu,2023-08-10,QUQR5120846966545,Active,1305.55
MCH1124,Andra Inc,7011,Hotel & Lodging,Partnership,Lucknow,Uttar Pradesh,2023-07-08,,Active,5664.0
MCH3723,Wagle-Dugar,5411,Grocery,Individual,Bengaluru,Karnataka,2023-05-31,970612973,Active,1906.51
MCH8903,Keer-Sagar,5411,Grocery,Partnership,Lucknow,Uttar Pradesh,2024-09-16,,Active,841.61
MCH3581,"Chadha, Sankaran And Pau",5699,Apparel & Fashion,Partnership,Kolkata,West Bengal,2024-05-07,,Active,
MCH8215,"Brar, Ramesh And Kaul",5411,Grocery,Partnership,Chennai,Tamil Nadu,2023-05-23,DOZI8655958280664,Inactive,1544.34
MCH6481,Kalita Inc,4131,Transportation,Private Limited,Mumbai,Maharashtra,2024-11-29,BFCN8370004846639,Active,1389.63
MCH1263,Memon-Choudhary,5912,Pharmacy,Private Limited,Hyderabad,Telangana,2025-11-27,,Active,1888.17
MCH9718,"Trivedi, Yohannan And Garde",5411,Grocery,Sole Proprietor,Pune,Maharashtra,2025-06-14,6798429963,Active,1881.34
MCH2946,Divan Inc,4814,Telecom,Private Limited,Jaipur,Rajasthan,2024-09-22,XXXX7575,Active,1246.97
MCH6782,Basu Plc,5812,Restaurants & Food,Private Limited,Delhi,Delhi,2025-08-30,,Active,
MCH4168,"Jani, Khalsa And Minhas",5912,Pharmacy,Individual,Jaipur,Rajasthan,2023-05-28,,Inactive,
MCH4808,Padmanabhan-Pathak,5699,Apparel & Fashion,Sole Proprietor,Lucknow,Uttar Pradesh,2024-05-07,HSVX5052815662312,Inactive,
MCH2851,Kalla-Jain,7011,Hotel & Lodging,Individual,Mumbai,Maharashtra,2025-11-29,XXXX3740,Active,3022.0
MCH9029,Hayre And Sons,5311,Retail,Individual,Amritsar,Punjab,2025-11-19,,Active,
MCH2529,Sheth-Pal,5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2023-08-23,2709901385,Active,1398.37
MCH5523,Behl Inc,5699,Apparel & Fashion,Individual,Lucknow,Uttar Pradesh,2025-06-15,GIRV9312114208892,Active,2946.06
MCH2264,"Sule, Sarma And Sur",5311,Retail,Individual,Delhi,Delhi,2025-10-21,HGHS4575612385959,Suspended,4017.0
MCH3592,"Sem, Chandran And Dara",5999,Miscellaneous,Sole Proprietor,Delhi,Delhi,2023-11-15,8281028913,Inactive,
MCH6121,"More, Sandhu And Dugar",,Apparel & Fashion,Private Limited,Jalandhar,Punjab,2023-07-26,8169816022,Active,
MCH2917,Gole-Rau,5812,Restaurants & Food,Sole Proprietor,Chennai,Tamil Nadu,2025-10-10,XXXX0356,Inactive,
MCH9566,Batra-Kaul,5311,Department Store,Private Limited,Delhi,Delhi,2025-11-28,LYAO0984012362521,Active,1260.75
MCH8902,Sabharwal Ltd,5411,Grocery,Sole Proprietor,Amritsar,Punjab,2024-12-27,8958186574,Active,
MCH7635,Karpe Inc,4814,Telecom,Partnership,Mumbai,Maharashtra,2023-05-11,4808643996,Suspended,6027.41
MCH2665,"Goswami, Savant And Kar",5311,Department Store,Sole Proprietor,Hyderabad,Telangana,2024-03-23,XXXX6615,Active,1516.75
MCH9349,Mahajan-Ghosh,5812,Restaurants & Food,Individual,Chennai,Tamil Nadu,2023-02-21,,Inactive,3266.0
MCH4964,Sarkar-Goda,5311,Department Store,Private Limited,Pune,Maharashtra,2025-07-14,,Suspended,1517.0
MCH1769,"Sekhon, Goswami And Rajan",4814,Telecom,Sole Proprietor,Lucknow,Uttar Pradesh,2025-06-28,DYOJ7653218721893,Active,1009.67
MCH9867,Loyal And Sons,5699,Apparel & Fashion,Partnership,Pune,Maharashtra,2023-05-16,,Active,1984.39
MCH9910,"Karan, Ram And Sengupta",5311,Department Store,Individual,Delhi,Delhi,2025-10-14,IIRT4821012999661,Active,191.17
MCH3796,Mani-Saha,,Restaurants & Food,Individual,Chennai,Tamil Nadu,2023-08-06,GQAE5409560780073,Active,860.72
MCH2346,Palla-Mannan,5699,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2025-04-29,XXXX3607,Active,468.76
MCH1016,"Reddy, Amble And Parmar",4814,Telecom,Partnership,Chennai,Tamil Nadu,2023-03-10,,Active,517.37
MCH9725,Shan Llc,5699,Apparel & Fashion,Individual,Lucknow,Uttar Pradesh,2024-12-20,4923079593,Active,2250.85
MCH8203,Lad-Suresh,4131,Miscellaneous,Partnership,Ludhiana,Punjab,2024-10-16,YJQR4818378164787,Active,937.0
MCH2478,"Bala, Sane And Som",5699,Apparel & Fashion,Sole Proprietor,Hyderabad,Telangana,2023-02-15,QRPZ8741280654685,Active,911.53
MCH3722,Upadhyay-Issac,5999,Miscellaneous,Private Limited,Amritsar,Punjab,2024-01-13,8162918072,Suspended,2279.6
MCH2085,Chacko-Zachariah,4131,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,,,Active,472.37
MCH9921,"Datta, Chatterjee And Khalsa",4131,Transportation,Private Limited,Bengaluru,Karnataka,2024-02-22,XXXX9256,Active,2964.42
MCH1494,Dave Llc,5999,Miscellaneous,Private Limited,Hyderabad,Telangana,2023-08-23,,Active,14736.17
MCH8794,"Mandal, Dalal And Sane",4131,Transportation,Partnership,Pune,Maharashtra,2025-02-27,,Inactive,10132.54
MCH1005,Sagar And Sons,5912,Medical,Partnership,Ludhiana,Punjab,2024-06-02,IPTY9767700049775,Active,967.53
MCH8820,"Sarkar, Arya And Chand",4131,Transportation,Private Limited,Ludhiana,Punjab,2024-12-07,XXXX8518,Active,3994.88
MCH1442,Wadhwa-Walla,7011,Hotel & Lodging,Private Limited,Pune,Maharashtra,2025-12-13,,Active,1483.74
MCH8660,"Ben, Guha And Sabharwa1",5812,Restaurants & Food,Sole Proprietor,Lucknow,Uttar Pradesh,2025-07-22,XXXX9591,Active,
MCH8091,"Kata, Mangat And Tiwari",5812,Restaurants & Food,Partnership,Amritsar,Punjab,2023-09-18,XDJG1975759254930,Inactive,723.01
MCH9107,Apte-Pathak,5699,Apparel & Fashion,Private Limited,Jalandhar,Punjab,2023-05-25,,Active,4111.02
MCH4062,Rana Group,5999,Miscellaneous,Individual,Mumbai,Maharashtra,2023-09-20,XXXX3317,Inactive,1544.23
MCH7880,Ben-Khare,4131,Transportation,Individual,Chennai,Tamil Nadu,2024-01-20,,Active,3857.41
MCH2791,"Rastogi, Mannan And Sabharwal",4131,Pharmacy,Sole Proprietor,Delhi,Delhi,2025-08-21,,Active,
MCH2988,"Mangal, Gokhale And Malhotra",5812,Restaurants & Food,Sole Proprietor,Mumbai,Maharashtra,2023-10-10,,Active,3595.96
MCH8724,"Gole, Roy And Khurana",5411,Grocery,Sole Proprietor,Bengaluru,Karnataka,2024-03-31,XXXX8526,Active,926.44
MCH7288,Sandhu Inc,5812,Restaurants & Food,Partnership,Bengaluru,Karnataka,2025-02-16,,Active,1887.15
MCH1277,Deol-Nayak,4131,Transportation,Individual,Bengaluru,Karnataka,,,Active,1188.0
MCH7969,"Karan,Balandkhurana",4131,Travel,Individual,Lucknow,Uttar Pradesh,2025-04-16,,Active,836.32
MCH4765,Baral Inc,4131,Transportation,Private Limited,Ludhiana,Punjab,,,Inactive,2514.87
MCH2475,Bains-Sahota,5411,Grocery,Individual,Bengaluru,Karnataka,2023-08-16,XXXX6630,Active,
MCH6429,Doshi Group,5699,Apparel & Fashion,Sole Proprietor,Amritsar,Punjab,2025-10-15,YIYE8202990184325,Active,369.26
MCH9439,Dhingra Inc,5411,Grocery,Individual,Mumbai,Maharashtra,2023-06-06,,Inactive,619.52
MCH7751,"Vig, Iyer And Andra",5311,Retail,Partnership,Pune,Maharashtra,2024-06-28,6513543497,Suspended,590.58
MCH4605,Barad Plc,5942,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2025-06-02,XXXX1001,Active,5165.18
MCH2212,Parmar Group,,Transportation,Private Limited,Jalandhar,Punjab,2025-02-01,,Active,4432.56
MCH6016,Goda Inc,,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2025-07-21,FWRQ5490581831729,Active,1254.1
MCH1530,"Suresh, Kadakia And Iyer",5912,Medical,Private Limited,Jalandhar,Punjab,2024-08-23,,Active,158.58
MCH4511,"Walla, Kala And Devi",4131,Transportation,Sole Proprietor,Hyderabad,Telangana,2025-03-12,8103217288,Active,1448.32
MCH2313,Gulati Llc,5999,Miscellaneous,Private Limited,Kolkata,West Bengal,2024-06-09,PWIA0473863869043,Inactive,
MCH7394,Brahmbhatt Plc,5812,Restaurants & Food,Private Limited,Delhi,Delhi,2024-07-29,IKKI3369443713209,Active,3620.77
MCH8724,Sethi-Reddy,5411,Grocery,Private Limited,Hyderabad,Telangana,2025-04-09,3785181664,Inactive,425.41
MCH7653,Mishra Llc,5699,Apparel & Fashion,Individual,Jalandhar,Punjab,2025-04-30,CZKM6825233537936,Active,7064.16
MCH6017,"Loyal, Sidhu And Balay",4814,Telecom,Sole Proprietor,Amritsar,Punjab,2025-08-01,,Inactive,985.33
MCH8950,Handa Inc,4131,Travel,Partnership,Mumbai,Maharashtra,2024-07-31,XXXX9807,Active,3860.38
MCH5137,Bath-Keer,4814,Telecom,Private Limited,Bengaluru,Karnataka,2024-06-11,XXXX5840,Suspended,634.0
MCH2019,Walla-Ranganathan,5999,Miscellaneous,Partnership,Bengaluru,Karnataka,2024-05-22,,Active,1915.39
MCH1221,"Sastry, Kapoor And Varughese",5812,Restaurants & Food,Partnership,Jalandhar,Punjab,2025-04-26,,Inactive,3430.0
MCH6200,"Sen, Walla And Bath",5999,Miscellaneous,Private Limited,Delhi,Delhi,2024-01-29,,Inactive,
MCH6161,Sura-Wadhwa,,Telecom,Individual,Bengaluru,Karnataka,2025-04-22,QWHT6526941757258,Active,490.18
MCH8509,Merchant-Kalita,5411,Grocery,Private Limited,Hyderabad,Telangana,2025-02-11,5703041030,Active,329.11
MCH4530,"Mangal, Sehgal And Vohra",5942,Books & Stationery,Sole Proprietor,Delhi,Delhi,,,Active,4172.0
MCH4906,Gaba Llc,5812,Restaurants & Food,Private Limited,Jaipur,Rajasthan,2024-01-31,,Active,1902.8
MCH2022,Nagi-Gala,5999,Miscellaneous,Individual,Chennai,Tamil Nadu,2024-04-08,,Active,3182.35
MCH5768,Brar Inc,5812,Restaurants & Food,Sole Proprietor,Hyderabad,Telangana,2023-04-04,PTPO3474925086916,Active,1354.3
MCH9100,Dey-Bandi,5999,Miscellaneous,Sole Proprietor,Mumbai,Maharashtra,2023-01-23,XLOL4843036264872,Active,707.08
MCH7563,Anne And Sons,7011,Hotel & Lodging,Private Limited,Amritsar,Punjab,2023-05-16,XXXX7430,Active,300.06
MCH4503,Sunder Plc,7011,Hotel & Lodging,Partnership,Mumbai,Maharashtra,2024-01-03,MTQA2966873504692,Active,540.93
MCH4077,Verma-Dugar,5812,Restaurants & Food,Private Limited,Kolkata,West Bengal,2023-07-31,7415298015,Active,1359.17
MCH7316,Tak Ltd,,Books & Stationery,Sole Proprietor,Jaipur,Rajasthan,2024-05-26,AICM4314076152252,Active,688.43
MCH7030,Shan Ltd,5311,Department Store,Individual,Ludhiana,Punjab,,,Suspended,466.83
MCH2698,Purohit-Issac,,Miscellaneous,Individual,Ludhiana,Punjab,2023-04-15,1149607185,Inactive,798.99
MCH1813,Balan-Deo,5311,Department Store,Partnership,Pune,Maharashtra,2024-08-28,UAJB1335544875863,Active,
MCH9560,Kaul Plc,5942,Books & Stationery,Individual,Bengaluru,Karnataka,2024-10-24,XWSA3966243533864,Inactive,735.59
MCH9859,Mukherjee-Agate,5999,Miscellaneous,Sole Proprietor,Jalandhar,Punjab,,,Active,158.0
MCH3712,Narain-Vaidya,7011,Hotel & Lodging,Individual,Hyderabad,Telangana,2025-07-05,PUJI3728932216325,Active,333.0
MCH1894,Chandra-Kapur,5311,Department Store,Partnership,Jalandhar,Punjab,2023-02-22,,Active,3951.56
MCH9242,"Kadakia, Yadav And Seshadri",7011,Hotel & Lodging,Partnership,Hyderabad,Telangana,2023-03-10,XXXX4049,Suspended,1024.36
MCH1651,Kumar Inc,5942,Books & Stationery,Sole Proprietor,Mumbai,Maharashtra,2024-09-03,XXXX7749,Active,1249.76
MCH7133,Dininc,5411,Grocery,Private Limited,Pune,Maharashtra,2023-05-05,,Inactive,
MCH6404,Tailor Group,5999,Miscellaneous,Private Limited,Jaipur,Rajasthan,2026-02-04,,Suspended,792.4
MCH5884,Raman And Sons,4131,Transportation,Individual,Chennai,Tamil Nadu,,1966210053,Active,743.19
MCH7288,"Lalla, Sant And Mutti",5411,Grocery,Private Limited,Delhi,Delhi,2025-10-18,XXXX5071,Active,
MCH4904,"Vohra, Lanka And Bumb",4814,Telecom,Partnership,Chennai,Tamil Nadu,2023-09-25,XXXX8030,Active,1946.13
MCH4236,"Sinha, Shukla And Lad",5699,Apparel & Fashion,Sole Proprietor,Delhi,Delhi,2025-07-08,OZWZ6142696689139,Active,844.0
MCH9261,Gupta-Manne,5812,Restaurants & Food,Individual,Jaipur,Rajasthan,2025-07-10,,Active,2734.0
MCH8643,"Kota, Aurora And Dugal",5699,Apparel & Fashion,Sole Proprietor,Delhi,Delhi,2024-04-15,GITM5447907663864,Active,1011.23
MCH8286,"Chadha, Chaudhari And Edwin",5912,Medical,Private Limited,Hyderabad,Telangana,2023-08-09,XXXX2952,Active,1828.46
MCH3398,Chaudhary Ltd,5699,Apparel & Fashion,Sole Proprietor,Chennai,Tamil Nadu,2023-11-18,5865246306,Inactive,1864.25
MCH5648,Morar And Sons,7011,Hotel & Lodging,Individual,Pune,Maharashtra,2023-08-06,DHOL8937164342491,Active,
MCH7644,Mital Plc,7011,Hotel & Lodging,Sole Proprietor,Chennai,Tamil Nadu,2024-03-07,,Active,602.59
MCH7430,Arya Group,5699,Apparel & Fashion,Individual,Kolkata,West Bengal,,,Active,1727.74
MCH5267,"Chandra, Som And Grewal",4131,Transportation,Individual,Hyderabad,Telangana,2025-11-30,2585843766,Active,999.83
MCH5288,"Thaman, Muni And Om",5999,Miscellaneous,Sole Proprietor,Pune,Maharashtra,2023-07-08,7391241084,Active,1015.84
MCH7075,D’Alia Group,7011,Hotel & Lodging,Partnership,Chennai,Tamil Nadu,2024-05-03,1415999033,Inactive,1262.21
MCH4322,Khanna-Sarma,5311,Department Store,Sole Proprietor,Jalandhar,Punjab,2025-05-02,,Active,575.07
MCH8423,Balasubramanian And Sons,5411,Grocery,Private Limited,Mumbai,Maharashtra,2025-01-26,5080169849,Active,1838.16
MCH7229,"Salvi, Kale And Sunder",4814,Telecom,Private Limited,Pune,Maharashtra,2025-12-23,,Active,606.62
MCH4127,Subramaniam-Jhaveri,4131,Transportation,Sole Proprietor,Jaipur,Rajasthan,2024-05-22,XXXX1628,Suspended,5333.88
MCH8721,Bera-Chhabra,4131,Travel,Sole Proprietor,Lucknow,Uttar Pradesh,2024-09-08,,Active,2543.82
MCH8211,Parekh-Atwal,5411,Grocery,Private Limited,Jaipur,Rajasthan,2025-05-22,9728363988,Active,
MCH8095,Saxena Llc,5699,Apparel & Fashion,Private Limited,Jaipur,Rajasthan,2024-08-16,7415423811,Active,304.22
MCH3656,"Sani, Rajagopalan And Sachar",5411,Grocery,Individual,Chennai,Tamil Nadu,2024-11-26,EFFS9159320721097,Active,901.19
MCH3324,Char-Gera,5699,Apparel & Fashion,Partnership,Pune,Maharashtra,2026-02-20,DLMI3626046968894,Suspended,2076.73
MCH3927,Basak-Shukla,4814,Telecom,Private Limited,Jalandhar,Punjab,2023-03-18,KBJY1537538735375,Inactive,980.64
MCH2459,Gala And Sons,4131,Transportation,Sole Proprietor,Jaipur,Rajasthan,2025-04-16,OKFD4897091413997,Active,789.05
MCH9804,Bhasin-Peri,5311,Department Store,Sole Proprietor,Chennai,Tamil Nadu,2023-12-21,,Suspended,962.52
MCH9632,Kade-Shere,5311,Department Store,Sole Proprietor,Delhi,Delhi,2025-11-28,,Active,895.55
MCH5896,Kale Group,5942,Books & Stationery,Individual,Hyderabad,Telangana,2023-07-21,3922466271,Active,533.74
MCH9583,"Borra, Mutti And Chaudhary",5812,Restaurants & Food,Private Limited,Ludhiana,Punjab,2023-05-13,3322589465,Active,1408.6
MCH6548,"Kaur, Puri And Agate",4814,Telecom,Partnership,Hyderabad,Telangana,2023-09-24,487365346,Active,1154.74
MCH4776,Bobal-Dutta,5411,Grocery,Individual,Hyderabad,Telangana,2026-02-26,1427903652,Active,831.82
MCH2137,Dyalinc,4131,Transportation,Partnership,Amritsar,Punjab,2023-03-01,,Active,2285.47
MCH2726,"Shukla, Trivedi And Balan",5411,Grocery,Private Limited,Amritsar,Punjab,2023-04-04,DPXX2201328447445,Active,7491.26
MCH6284,Ta1War Ltd,7011,Hotel & Lodging,Partnership,Amritsar,Punjab,2025-11-27,6681997576,Active,
MCH7698,Bhatnagar Inc,5999,Miscellaneous,Individual,Lucknow,Uttar Pradesh,2023-08-24,8131154936,Active,1276.92
MCH2628,Muni Plc,,Department Store,Individual,Pune,Maharashtra,2024-07-13,1524505804,Active,
MCH5518,Mannan Inc,5999,Miscellaneous,Partnership,Hyderabad,Telangana,2024-03-28,,Active,1107.87
MCH3804,"Pingle, Choudhry And Sastry",5942,Books & Stationery,Sole Proprietor,Delhi,Delhi,2025-10-13,,Active,729.5
MCH8896,"Luthra, Kata And Bansal",5812,Restaurants & Food,Private Limited,Jaipur,Rajasthan,2025-09-18,,Active,
MCH8421,"Kannan, Nath And Kala",4131,Transportation,Private Limited,Amritsar,Punjab,2024-01-31,,Suspended,612.51
MCH8427,"Hegde, Bajaj And Sura",5699,Apparel & Fashion,Partnership,Jalandhar,Punjab,2024-10-07,,Active,557.6
MCH9165,"Iyengar, Raja And Bhasin",5411,Grocery,Private Limited,Lucknow,Uttar Pradesh,2024-03-01,XXXX0194,Active,1898.13
MCH6545,"Chanda, Mittal And Venkatesh",5912,Pharmacy,Individual,Kolkata,West Bengal,,281511993,Active,909.37
MCH6870,Basak Group,4814,Telecom,Sole Proprietor,Pune,Maharashtra,2025-04-03,5001363774,Active,2497.95
MCH3955,"Dutta, Boase And Jha",5812,Restaurants & Food,Partnership,Jaipur,Rajasthan,,7839475828,Active,935.24
MCH7206,Srivastava And Sons,5411,Grocery,Private Limited,Lucknow,Uttar Pradesh,2025-08-18,1550287427,Active,1434.41
MCH5734,Balan Inc,5311,Department Store,Private Limited,Jalandhar,Punjab,2025-05-20,,Active,2000.53
MCH2384,Sarkar-Aur0Ra,5912,Pharmacy,Sole Proprietor,Jaipur,Rajasthan,2025-01-22,,Active,4909.55
MCH4227,Panchal Plc,5999,Miscellaneous,Sole Proprietor,Kolkata,West Bengal,2025-01-09,,Active,1533.36
MCH3301,Reddy And Sons,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-06-25,5060880178,Active,2571.65
MCH5269,Swaminathan-Barman,,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2024-04-05,ZNGO2188869689395,Active,526.0
MCH6314,Tella-Sachdeva,4131,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2023-01-22,,Active,2661.98
MCH6481,"Virk, Shan And Chopra",5812,Restaurants & Food,Individual,Pune,Maharashtra,2024-08-07,3425983900,Active,2726.92
MCH1294,Rajagopalan Group,5912,Medical,Individual,Amritsar,Punjab,2024-08-29,XXXX1888,Active,539.82
MCH8297,Rai And Sons,5942,Books & Stationery,Partnership,Chennai,Tamil Nadu,2024-07-20,EMJO2764357164899,Active,618.85
MCH1383,Dubey Group,4131,Grocery,Individual,Hyderabad,Telangana,2023-09-03,JDGO5125225131187,Active,
MCH3214,Dubey Inc,4131,Transportation,Individual,Bengaluru,Karnataka,2024-07-24,1238686450,Active,2052.0
MCH3641,"Khurana, Barman And Suresh",5699,Apparel & Fashion,Individual,Delhi,Delhi,2025-08-06,XXXX0826,Active,2224.44
MCH6273,"Dubey, Narula And Jhaveri",5311,Department Store,Private Limited,Pune,Maharashtra,2025-05-06,,Active,754.63
MCH8400,Banerjee Inc,5812,Restaurants & Food,Sole Proprietor,Lucknow,Uttar Pradesh,,,Active,
MCH5793,Pathak Group,4131,Transportation,Individual,Mumbai,Maharashtra,2025-04-27,5675595225,Active,1570.7
MCH5745,"Bahri, Dutta And Narang",4131,Transportation,Individual,Bengaluru,Karnataka,2024-03-27,GWGG2673614762721,Active,955.1
MCH4246,Rama-Dasgupta,5311,Retail,Individual,Amritsar,Punjab,2025-01-05,,Active,2336.28
MCH6806,Badal-Bhasin,5411,Grocery,Individual,Hyderabad,Telangana,2025-12-05,,Active,23208.4
MCH6818,"Halder, Tata And Chand",7011,Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,2025-04-20,,Active,233.0
MCH5378,Chaudhari Inc,7011,Hotel & Lodging,Individual,Bengaluru,Karnataka,2023-12-12,XXXX0207,Active,
MCH4904,"Verma, Tak And Morar",4814,Telecom,Partnership,Mumbai,Maharashtra,,,Active,457.36
MCH3561,Kumar Llc,5812,Restaurants & Food,Partnership,Chennai,Tamil Nadu,2025-10-18,9204267445,Active,715.0
MCH2945,Agarwa1-Cherian,5912,Telecom,Sole Proprietor,Jalandhar,Punjab,2025-10-06,XXXX2889,Inactive,1759.15
MCH8656,Singh Plc,,Books & Stationery,Individual,Bengaluru,Karnataka,2024-09-06,RQTA6882310547982,Active,9885.11
MCH3442,Choudhry-Ravi,5699,Apparel & Fashion,Partnership,Mumbai,Maharashtra,2025-09-09,XXXX0565,Active,3189.0
MCH4733,Sankar Inc,5411,Grocery,Sole Proprietor,Jaipur,Rajasthan,2023-01-25,XXXX7201,Active,1176.53
MCH5303,Walla Inc,5311,Department Store,Private Limited,Chennai,Tamil Nadu,,,Active,1019.0
MCH8536,Boase Plc,,Telecom,Partnership,Mumbai,Maharashtra,2024-10-23,,Active,3149.45
MCH5410,Ganesh Llc,7011,Hotel & Lodging,Partnership,Delhi,Delhi,2023-01-13,,Active,1114.19
MCH1138,"Shan,Buchandtank",5942,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2024-07-03,XXXX0724,Active,1369.64
