user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
USR36522,Ekani Baral,PYMFJ5454B,0369 9450 9309,1995-06-23,Mumbai,Maharashtra,41557.0,Farmer,2024-04-25,Approved,
USR36523,Ridhi Balasubramanian,FZUQG0955W,20085802208,1967-11-02,Bengaluru,Karnataka,26272.0,Student,2025-03-07,Approved,medium
USR36525,Tanish Kurian,OKQJJ4444H,XXXX-XXXX-7150,1982-07-29,Hyderabad,Telangana,,Unemployed,2025-07-24,Approved,medium
USR36529,Jhalak Viswanathan,HTSFS4939X,7.37E+11,2007-12-26,Kolkata,West Bengal,18823.0,Self Employed,,Approved,medium
USR36530,Anthony Shetty,EFDUU0700Q,8595 8255 6908,,Amritsar,Punjab,52419.0,Student,2025-10-23,Approved,low
USR36531,Janaki Soman,HHAFL7012H,,2005-01-12,Pune,Maharashtra,17560.0,Salaried,2025-07-29,Rejected,medium
USR36533,Arunima Peri,EQRBT0828,3941 8677 8454,1998-02-01,Kolkata,West Bengal,20325.0,Farmer,2024-11-19,Approved,low
USR36537,Jack Walia,ERD105007D,3.06E+11,1975-03-25,Mumbai,Maharashtra,52386.0,Salaried,2025-10-10,Approved,medium
USR36538,Chandreshwable,PBEOX6977X,4346 4168 1318,1979-12-12,Delhi,Delhi,,Gig Worker,2025-02-17,Approved,medium
USR36540,Teerth Karpe,KHFFG7892G,5.52E+11,,Hyderabad,Telangana,26900.0,Farmer,2025-03-25,Approved,low
USR36542,Yauvani Rau,YRVRK8726B,7.15E+11,1968-05-15,Pune,Maharashtra,41000.0,Retired,2025-07-23,Approved,low
USR36550,Janani Bera,OXVKT7536D,1.76E+11,1976-12-17,Bengaluru,Karnataka,20469.0,Student,2025-08-18,Approved,
USR36551,Sarthak Nadkarni,LFIGR8903E,8.69E+11,2000-04-24,Chennai,Tamil Nadu,16494.0,Unemployed,2024-10-19,Approved,low
USR36553,Karanseth,01DHF8473C,7030108896,1978-07-24,Mumbai,Maharashtra,24700.0,Self Employed,2024-10-23,Approved,low
USR36557,Thomas Kunda,QHZCC8999B,XXXX-XXXX-9124,1996-09-01,Amritsar,Punjab,22564.0,Self Employed,2024-08-06,Approved,low
USR36559,Simon Mani,,1.16E+11,2004-08-17,Hyderabad,Telangana,64136.0,Student,2025-04-23,Approved,medium
USR36564,Harshil Krishnamurthy,AWAAB4492S,XXXX-XXXX-5084,1967-01-16,Kolkata,West Bengal,19418.0,Student,2024-10-02,Approved,high
USR36569,Nandiniarora,HGHKE0221D,5600-3595-1681,1961-01-20,Kolkata,West Bengal,16665.0,Self Employed,2025-03-12,Rejected,low
USR36571,Advaith Pal,IEPNR8606,5.45E+12,1997-05-30,Hyderabad,Telangana,38479.0,Retired,2025-05-03,Approved,low
USR36574,Qasim Babu,NDDQO8868N,XXXX-XXXX-5690,,Amritsar,Punjab,37487.0,Student,2024-04-08,Approved,low
USR36575,Odika Buch,KQATJ2346G,1.58E+11,1969-08-27,Chennai,Tamil Nadu,22799.0,Business Owner,2024-06-27,Approved,low
USR36576,Ishitajoshi,ZJQGG2585L,2713037456,1960-08-09,Jaipur,Rajasthan,20218.0,Business Owner,2024-07-17,Approved,medium
USR36577,Ladli Jani,CZLSN7903,2301 1243 0686,2005-05-27,Bengaluru,Karnataka,18221.0,Business Owner,2024-10-19,Approved,medium
USR36578,Bhavika Mall,IZZCM8820,XXXX-XXXX-0898,1975-05-18,Amritsar,Punjab,50455.0,Self Employed,2025-02-09,Approved,low
USR36579,Faraj Ramakrishnan,DCLYD2632J,8.39E+11,1964-06-14,Amritsar,Punjab,,Salaried,2025-05-31,Approved,medium
USR36582,Vaishnavi Mander,GKVCA4756P,1672187744,1989-04-21,Lucknow,Uttar Pradesh,43284.0,Salaried,2024-11-10,Rejected,low
USR36584,Indira Randhawa,MPDHH2529Q,XXXX-XXXX-2053,1960-10-21,Chennai,Tamil Nadu,49000.0,Unemployed,2025-03-14,Approved,low
USR36591,Yashawini Agarwal,AJHRS4756Y,1.01E+11,1969-08-18,Jalandhar,Punjab,47428.0,Student,2025-07-31,Approved,low
USR36596,Maya Loke,MBJNP2018B,9525-7311-6001,,Jaipur,Rajasthan,48145.0,Gig Worker,2025-01-03,Approved,low
USR36600,Ishita De,GRYJE6189O,3041 4432 9478,1985-11-26,Chennai,Tamil Nadu,39502.0,Gig Worker,2024-03-02,Approved,low
USR36611,Brijesh Soman,DIAQZ7461U,9.33E+12,2004-05-28,Amritsar,Punjab,32700.0,Salaried,2025-02-18,Approved,high
USR36612,Manya Mallick,BQDUH9389K,9564-5888-0484,2004-12-26,Amritsar,Punjab,14783.0,Gig Worker,2025-11-16,Approved,low
USR36613,Tristananand,KMYNB9608R,XXXX-XXXX-2965,1966-06-02,Kolkata,West Bengal,,Farmer,2025-02-11,Approved,medium
USR36615,Ojasvi Sharaf,LGZXI9946A,2.77E+11,1969-02-15,Bengaluru,Karnataka,17089.0,Unemployed,2024-05-02,Rejected,medium
USR36616,Janani Loyal,LFFFY1745X,8659855539,1988-05-15,Lucknow,Uttar Pradesh,27200.0,Farmer,2024-12-11,Approved,high
USR36619,Arin Sinha,CEPSU2509G,4.39E+11,2001-09-03,Delhi,Delhi,37893.0,Salaried,2024-07-06,Rejected,low
USR36620,Brinda Pandya,FGNWN1829E,3748-0928-2697,1989-09-22,Lucknow,Uttar Pradesh,34524.0,Freelancer,2024-02-18,Approved,low
USR36627,Wyatt Vasa,YXYIP9035R,7141 6332 6799,1962-03-01,Kolkata,West Bengal,82190.0,Business Owner,2024-05-25,Rejected,medium
USR36630,Nitara Shanker,GCYJN8570T,8.39E+11,1972-04-05,Bengaluru,Karnataka,55294.0,Freelancer,2025-11-03,Approved,low
USR36636,Orinder Contractor,QSOGR9855W,,1982-01-17,Hyderabad,Telangana,16735.0,Self Employed,2024-09-01,Approved,high
USR36639,Balvan Ratti,ZDJUC5720E,2.48E+11,1992-03-17,Chennai,Tamil Nadu,67281.0,Self Employed,,Approved,low
USR36644,Shaurya Gokhale,OVBOE3462U,3132870349,1973-03-29,Amritsar,Punjab,8697.0,Farmer,2025-07-21,Rejected,
USR36647,Qabil Tank,MASIT0891E,XXXX-XXXX-3940,1980-10-11,Kolkata,West Bengal,40567.0,Freelancer,2024-05-10,Rejected,low
USR36649,Anjali Buch,LYPBQ1487L,7004 1772 1774,1998-01-31,Jalandhar,Punjab,18500.0,Student,2025-03-02,Approved,low
USR36650,Charan Das,FZKVH7964O,8739 4456 1191,1977-05-29,Jalandhar,Punjab,10900.0,Gig Worker,2025-12-24,Approved,low
USR36651,Bhanumati Gupta,ZPHLG0096A,7307-8234-1923,1978-04-12,Hyderabad,Telangana,15200.0,Student,2026-01-23,Approved,medium
USR36653,Udarsh Lal,YPMUM6543V,7936 2384 5003,1993-08-06,Mumbai,Maharashtra,,Student,2025-07-10,Approved,low
USR36657,Urishilla Dhingra,CUQJJ0026D,5.93E+11,1980-05-10,Jaipur,Rajasthan,,Freelancer,2024-04-18,Approved,low
USR36658,Dayita Divan,LAFAW8097X,8596 9258 3774,1995-07-26,Lucknow,Uttar Pradesh,,Unemployed,2024-11-14,Approved,low
USR36659,Ojasvi Bhardwaj,,6.03E+11,1975-01-08,Jalandhar,Punjab,,Gig Worker,2025-02-22,Approved,medium
USR36664,Ojaschaudhari,BGSPD8500K,1875-6174-9553,1992-08-06,Chennai,Tamil Nadu,26959.0,Unemployed,2025-05-18,Approved,medium
USR36667,Mitali Pandey,YFLOV3176W,9747-5577-7648,1975-10-04,Mumbai,Maharashtra,47606.0,Business Owner,2024-12-02,Approved,low
USR36672,Zilmil Misra,IGLMT2728O,4.37E+11,2007-07-03,Hyderabad,Telangana,,Farmer,2025-05-18,Approved,low
USR36677,Sachi Bassi,,6.35E+11,1988-10-01,Lucknow,Uttar Pradesh,52860.0,Salaried,,Pending,low
USR36679,Laban Chaudhuri,FYJZU2346B,6.31E+12,1991-03-08,Mumbai,Maharashtra,27918.0,Farmer,2025-09-28,Pending,low
USR36682,Janaki Savant,LCMQW3776X,,1972-09-14,Hyderabad,Telangana,23771.0,Gig Worker,2025-05-15,Approved,low
USR36683,Dayita Tank,POOBQ2584U,4.61E+12,1999-05-09,Bengaluru,Karnataka,34003.0,Business Owner,,Rejected,low
USR36688,Oviya Arya,AXHKM6648L,XXXX-XXXX-5997,1996-10-22,Lucknow,Uttar Pradesh,37081.0,Self Employed,,Approved,low
USR36696,Jack Sharaf,DFLKC5667M,8490668235,1995-09-21,Hyderabad,Telangana,84165.0,Farmer,2025-04-02,Approved,low
USR36697,Ekavir Nigam,GJCJL7091R,3.24E+11,1992-11-28,Hyderabad,Telangana,31567.0,Gig Worker,2024-08-29,Approved,low
USR36698,Ishaan Bawa,BBPJY0846O,,1988-12-12,Jalandhar,Punjab,,Farmer,2025-05-09,Approved,low
USR36702,Ridhi Padmanabhan,BNBQV2025O,,2007-10-17,Hyderabad,Telangana,53098.0,Salaried,2025-11-13,Approved,low
USR36704,Champak Bath,NICMW8922Y,2.81E+12,1985-07-22,Lucknow,Uttar Pradesh,,Gig Worker,2024-12-15,Approved,low
USR36706,Aayush Dugar,PKNIG0129Q,1.86E+11,,Ludhiana,Punjab,30800.0,Business Owner,2025-10-25,Approved,low
USR36707,Chaaya Mittal,KRUAK0518Q,5565220283,1968-12-26,Hyderabad,Telangana,10800.0,Self Employed,2024-04-26,Approved,low
USR36710,Wakeeta Chad,GCKFE1221G,6560 4794 0750,1990-03-12,Lucknow,Uttar Pradesh,29300.0,Freelancer,2025-06-14,Approved,low
USR36712,Manan Nazareth,QIUSF6341O,4.75E+11,2005-08-27,Chennai,Tamil Nadu,39611.0,Unemployed,2025-12-21,Approved,low
USR36714,Yamini Kari,UYETI3697Q,8074 3037 7076,1970-11-11,Lucknow,Uttar Pradesh,21394.0,Retired,2024-06-26,Approved,low
USR36715,Balhaar Bhagat,LFILA5484P,2.23E+11,1969-12-16,Chennai,Tamil Nadu,16440.0,Gig Worker,2024-11-07,Approved,high
USR36725,Charvi Chada,DXBXF8530P,7725-3797-5019,1972-05-20,Delhi,Delhi,,Salaried,2024-05-10,Approved,low
USR36730,Urvashi Dua,YPUNL9990U,3.42E+12,1998-12-31,Chennai,Tamil Nadu,39612.0,Student,2024-12-27,Approved,low
USR36731,Balhaar Mangat,LISEE9112D,7476 7698 6938,1981-03-27,Lucknow,Uttar Pradesh,53117.0,Retired,2024-01-05,Pending,low
USR36732,Aryan Sahota,WAUMR0764H,2365-9706-0120,1976-03-23,Chennai,Tamil Nadu,32380.0,Student,2025-02-26,Approved,low
USR36734,Yashodhara Bhat,LLSJH6891Y,XXXX-XXXX-0645,1975-09-21,Amritsar,Punjab,22574.0,Farmer,2026-03-03,Approved,low
USR36735,Adweta Kurian,YVGMH0816V,9904 0642 2298,1989-07-29,Pune,Maharashtra,,Gig Worker,2024-08-27,Approved,low
USR36736,Ekbal Ranganathan,VIFTJ8394L,3283580842,1979-07-21,Chennai,Tamil Nadu,8601.0,Self Employed,2024-11-03,Approved,low
USR36740,Ekani De,LRIJY3797H,340582478,1973-03-15,Mumbai,Maharashtra,29596.0,Unemployed,2024-07-03,Approved,high
USR36741,Zarna Kala,FNFMP5678F,9506 6468 6852,1969-11-01,Jaipur,Rajasthan,20056.0,Salaried,2025-11-01,Approved,low
USR36743,Tanvi Chadha,JCXED5373,,1990-09-14,Bengaluru,Karnataka,,Self Employed,2024-05-03,Approved,medium
USR36745,Hemani Morar,PHETT6445S,6.27E+11,1999-08-27,Chennai,Tamil Nadu,19695.0,Business Owner,2026-02-06,Approved,medium
USR36747,Amaira Prakash,CCATI5320N,5308 7536 0209,1975-04-06,Bengaluru,Karnataka,34398.0,Salaried,2024-02-11,Approved,low
USR36751,Bhavna Jani,GSVXZ9468Q,2514-4278-6417,1985-02-28,Bengaluru,Karnataka,27210.0,Farmer,2024-11-01,Approved,medium
USR36752,Chakradev Divan,LVOYF6126Z,68510013925,2005-03-27,Kolkata,West Bengal,50109.0,Unemployed,2024-11-13,Approved,low
USR36753,Harsh Narasimhan,GDKNE2946T,1242 2534 7783,1989-07-14,Amritsar,Punjab,18832.0,Student,2024-01-25,Approved,medium
USR36754,Chakradhar Singh,EYUDN1207I,5.66E+11,1983-11-07,Hyderabad,Telangana,12904.0,Farmer,2025-09-29,Rejected,low
USR36758,Yashodhara Kale,RMKMY8619T,9.04E+11,1975-04-01,Kolkata,West Bengal,14171.0,Student,2026-01-07,Rejected,low
USR36759,Mahika Hans,KCZYJ6511A,5.26E+11,1965-12-27,Ludhiana,Punjab,19481.0,Self Employed,,Approved,low
USR36760,Vansha Loyal,LLZNN2948G,1.69E+11,1983-06-11,Jalandhar,Punjab,44510.0,Salaried,2025-03-11,Approved,low
USR36767,Lakshmi Varkey,KWORP5101M,9369 8920 7044,2006-05-11,Bengaluru,Karnataka,,Business Owner,2026-02-19,Pending,low
USR36788,Yuvraj Mukhopadhyay,MWZCJ6301U,2.35E+11,1995-02-21,Hyderabad,Telangana,,Gig Worker,2025-03-01,Approved,low
USR36791,Jack Raj,QHAZX8451K,2097 6248 2806,1962-03-03,Delhi,Delhi,39561.0,Student,2025-10-24,Approved,medium
USR36793,Abhimanyu Bava,SSFER6631D,8.58E+11,1989-03-06,Jaipur,Rajasthan,17580.0,Self Employed,2024-08-04,Rejected,medium
USR36794,Inaya Parikh,EOIYL3236,1201 0832 2774,1995-09-28,Ludhiana,Punjab,82975.0,Student,2025-06-14,Approved,low
USR36800,Devika Bhatti,CSDRY8012L,3333-6078-8990,1974-07-27,Bengaluru,Karnataka,19867.0,Unemployed,2024-08-18,Approved,low
USR36802,Dipta Sur,VEHBE5392I,9582 0155 5828,2000-10-05,Amritsar,Punjab,27493.0,Salaried,2025-12-27,Approved,high
USR36807,Ekalinga Mohan,EAESQ5543R,51157251206,1984-07-01,Pune,Maharashtra,47253.0,Salaried,2024-10-16,Approved,low
USR36811,Veer Thaman,GHUIZ8031X,9.02E+11,1966-09-08,Jalandhar,Punjab,,Retired,2024-03-06,Approved,high
USR36813,Bhavini Bhattacharyya,QINCW5481Q,8421 3951 3667,1984-04-20,Ludhiana,Punjab,16400.0,Salaried,2025-06-22,In Progress,low
USR36816,Girindra Rajan,YNYRP4702A,8629 8850 9927,1994-08-03,Chennai,Tamil Nadu,31382.0,Business Owner,,Approved,low
USR36817,Samesh Mangal,SQKHH1099E,3.83E+12,2001-05-16,Pune,Maharashtra,,Unemployed,2025-01-07,Approved,medium
USR36821,Jonathan Chacko,LUAIR3146N,,1974-06-30,Hyderabad,Telangana,14955.0,Self Employed,2024-10-16,Approved,medium
USR36823,Chanakya Buch,BHFEY5801Q,5.59E+11,1981-01-14,Amritsar,Punjab,36885.0,Student,2024-03-22,Approved,low
USR36826,Lipika Bali,AWNOT0278F,3040-4760-6857,1995-05-31,Hyderabad,Telangana,55996.0,Retired,2026-03-16,Approved,low
USR36832,Ucchal Gopal,QNKPL2509D,XXXX-XXXX-3655,2004-01-19,Lucknow,Uttar Pradesh,23905.0,Student,2025-06-22,Approved,low
USR36833,Anusha Suri,GBOGP4329Z,5634006878,2005-12-06,Ludhiana,Punjab,28684.0,Student,2024-09-03,Approved,low
USR36835,Riya Banerjee,ZFKPM5314D,8.98E+11,1983-02-24,Amritsar,Punjab,27081.0,Freelancer,2024-09-02,Approved,low
USR36840,Anvi Sagar,CLLKC7973V,5959307342,1997-05-26,Lucknow,Uttar Pradesh,52516.0,Gig Worker,2025-11-14,Approved,
USR36841,Naksh Master,NWKJB4637F,8819-2560-3515,2002-07-23,Delhi,Delhi,,Unemployed,2025-02-09,Approved,low
USR36845,Jagdish Kapoor,XQCGP3768D,5435 6259 1766,1971-05-25,Jalandhar,Punjab,,Unemployed,2025-12-18,Pending,high
USR36849,Gautam Sarma,ZCNFE0256E,2.47E+11,1969-10-12,Chennai,Tamil Nadu,32214.0,Unemployed,2025-09-10,Pending,low
USR36851,Janani Gill,PVCIX3870Z,9336732099,1989-12-27,Lucknow,Uttar Pradesh,26466.0,Farmer,2024-09-02,Approved,low
USR36852,Aadi Seshadri,MIWHR7664C,8082 0712 7608,1990-01-31,Lucknow,Uttar Pradesh,37243.0,Freelancer,2025-01-31,Approved,low
USR36853,Rachit Hari,YKPAN7417D,5.15E+11,2007-10-31,Jaipur,Rajasthan,,Freelancer,2024-02-28,Approved,medium
USR36859,Noah Karpe,GOMEH8845N,6115-0038-5303,2007-12-28,Chennai,Tamil Nadu,26085.0,Self Employed,2024-04-05,Rejected,low
USR36864,Arya Nigam,TLQVX9503L,4.11E+11,1978-07-29,Kolkata,West Bengal,18082.0,Freelancer,2024-07-11,Approved,low
USR36867,Girik Manne,CIPZV2618,3610979034,1984-07-11,Hyderabad,Telangana,24136.0,Retired,2024-07-30,Pending,high
USR36868,Chandran Krishnan,MBNPY6823U,2333 6956 1874,1984-01-21,Lucknow,Uttar Pradesh,22934.0,Business Owner,2025-08-04,Approved,medium
USR36871,Azad Chhabra,XZQMJ0080I,9164 9282 7335,,Mumbai,Maharashtra,45680.0,Gig Worker,2025-06-10,Approved,medium
USR36874,Nisha Aggarwal,,,1983-09-06,Jalandhar,Punjab,40500.0,Student,2024-05-24,Approved,high
USR36883,Dalaja Dora,KIPNE7644L,7606695082,1993-04-12,Delhi,Delhi,47286.0,Retired,2025-06-19,Approved,low
USR36887,Edhitha Krish,QZIDW0727J,2.29E+12,2006-09-22,Hyderabad,Telangana,21221.0,Unemployed,2025-09-12,Approved,high
USR36892,Ayaan Divan,DBLER6621V,4.81E+11,1988-06-22,Jalandhar,Punjab,26389.0,Student,2024-12-26,Approved,low
USR36910,Varsha Parmer,AEOSI2342A,3.43E+11,1997-10-22,Bengaluru,Karnataka,20574.0,Unemployed,2025-12-26,Approved,low
USR36915,Chanakya D’Alia,QWYJO5713M,,1984-06-02,Delhi,Delhi,,Self Employed,2025-03-14,Approved,low
USR36916,Geetika Choudhry,SEAVQ1445D,47729903144,1970-02-25,Ludhiana,Punjab,13747.0,Farmer,2024-05-01,Approved,
USR36919,Ladli Wable,AXZTR8931R,3627 6625 4495,1997-05-23,Hyderabad,Telangana,42694.0,Gig Worker,2026-02-11,Approved,medium
USR36921,Libni Padmanabhan,YQFRH4533O,2.90E+11,2005-05-07,Kolkata,West Bengal,49943.0,Gig Worker,2024-08-16,Approved,low
USR36922,Patrick Dara,KNAHI9245O,5.49E+11,1997-08-19,Jalandhar,Punjab,11300.0,Retired,2025-11-11,Approved,low
USR36926,Shivansh Shetty,FRRUK7239W,4528-7090-1920,1988-11-15,Pune,Maharashtra,52500.0,Business Owner,2026-01-09,Approved,medium
USR36927,David Rattan,UZKRJ3112Z,XXXX-XXXX-2831,1961-07-15,Ludhiana,Punjab,26195.0,Farmer,2025-03-16,Approved,low
USR36932,Eiravati Kapadia,WTXTT5207Y,3.24E+11,2007-04-23,Mumbai,Maharashtra,27061.0,Gig Worker,2025-10-05,Approved,medium
USR36937,Harsh Parmer,SOMLN6007Y,3.17E+11,1976-06-01,Ludhiana,Punjab,34009.0,Retired,2025-12-26,Approved,low
USR36938,Daniel Misra,FPCQD5357W,3.96E+11,1985-01-03,Pune,Maharashtra,36084.0,Unemployed,2025-10-18,Pending,low
USR36941,Yatan Randhawa,IKWXD4320L,,1962-03-26,Amritsar,Punjab,31697.0,Salaried,2025-12-01,Approved,low
USR36943,Gayathri Toor,DRKUE1045E,6.27E+11,1978-04-15,Mumbai,Maharashtra,33643.0,Farmer,2025-01-23,Approved,medium
USR36948,Arin Ganesh,BQUPI2404U,64349450639,2005-03-01,Kolkata,West Bengal,27648.0,Freelancer,2024-07-06,Approved,medium
USR36950,Yachana Ben,SLLOS4530Q,6250-9178-4937,1965-07-17,Mumbai,Maharashtra,,Retired,2025-07-27,Approved,medium
USR36951,Lohit Chakrabarti,NOQEE0056G,6.68E+11,2001-10-03,Amritsar,Punjab,131610.0,Student,,In Progress,medium
USR36954,Ishani Bansal,MGLHL3080P,6.86E+11,1966-11-10,Delhi,Delhi,26429.0,Salaried,2024-06-28,Approved,low
USR36958,Deepa Pandit,OIFSL2948T,8.60E+11,1974-03-30,Kolkata,West Bengal,36623.0,Self Employed,2025-03-18,Approved,low
USR36959,Henry Sethi,GWNDC1475U,,1992-09-23,Jaipur,Rajasthan,18639.0,Farmer,2024-07-24,Approved,low
USR36960,Dayita Char,TKLFV6147I,9.43E+11,1974-05-22,Ludhiana,Punjab,9937.0,Salaried,2025-07-13,Approved,low
USR36967,Falak Prakash,RJHNE5901I,6.87E+11,1966-08-24,Chennai,Tamil Nadu,56600.0,Freelancer,2024-08-14,Approved,medium
USR36968,Leela Agrawal,LVVZM7073E,7195 2909 5591,1964-01-11,Ludhiana,Punjab,16962.0,Student,2025-05-09,Approved,low
USR36971,Ria Doctor,HDCCN11540,,1988-11-08,Jaipur,Rajasthan,47918.0,Business Owner,2025-06-27,Approved,low
USR36973,Yuvraj Kohli,MNMNN8796N,4.01E+11,2002-10-26,Hyderabad,Telangana,19582.0,Farmer,2024-09-18,In Progress,low
USR36976,Triya Loke,AHNQW8725H,8203 5121 9849,1998-07-25,Lucknow,Uttar Pradesh,,Self Employed,2025-03-21,Approved,medium
USR36978,Yashodhara Baral,KRGTN8112,9868-0155-5186,1963-10-28,Mumbai,Maharashtra,25730.0,Student,2025-09-17,Approved,low
USR36991,Vedhika Ramaswamy,CKIBN1158W,XXXX-XXXX-9193,1965-11-27,Jalandhar,Punjab,24288.0,Self Employed,2024-02-18,Approved,medium
USR36992,Deepa Venkatesh,YHPNW3266Q,9.43E+11,1972-11-01,Hyderabad,Telangana,24597.0,Farmer,2025-05-11,Approved,low
USR36994,Rachit Raj,ORUAS0326K,7.63E+11,1976-06-07,Amritsar,Punjab,,Self Employed,2025-11-10,Approved,medium
USR36996,Mahika Pau,LHKNG8806,7284-1463-8531,1972-01-11,Lucknow,Uttar Pradesh,,Farmer,2024-06-08,Approved,medium
USR36997,Hemani Deol,QGZUX8728E,9.18E+11,2001-12-02,Chennai,Tamil Nadu,20863.0,Student,2024-10-25,In Progress,low
USR36999,Chakrika Rege,LYHAQ0853N,4632 2529 1133,1989-07-18,Jalandhar,Punjab,11305.0,Business Owner,2025-04-02,Approved,low
USR37002,Balvan Sibal,YILUR1073J,2.60E+12,1989-08-04,Bengaluru,Karnataka,20784.0,Retired,2025-01-03,Approved,high
USR37004,Anmol Dugal,JKPRH1531B,1912-2840-1582,1989-02-01,Hyderabad,Telangana,22000.0,Unemployed,2025-02-08,Rejected,low
USR37007,Lakshmi Pillay,HZORK2324V,3.44E+11,,Kolkata,West Bengal,26900.0,Student,2024-10-11,Approved,low
USR37012,Harish Ganguly,SDDQK8091,5.77E+11,1961-09-14,Bengaluru,Karnataka,40133.0,Gig Worker,2025-07-28,Pending,medium
USR37017,Charles Shetty,HNVOZ8163F,66563894372,1981-06-23,Amritsar,Punjab,20949.0,Student,2025-11-21,Approved,high
USR37019,Victor Zachariah,VCLAQ4832R,5.09E+11,,Delhi,Delhi,25713.0,Gig Worker,2024-01-26,Approved,low
USR37022,Amruta Dey,,8764183102,1969-08-12,Jaipur,Rajasthan,14573.0,Self Employed,2024-08-11,Approved,medium
USR37025,Vasudha Dugar,FEXMM6522N,XXXX-XXXX-6851,2005-06-26,Amritsar,Punjab,10387.0,Retired,2026-02-14,Approved,high
USR37029,Pranit Kale,HCLDX4022Q,6.93E+11,2006-05-29,Kolkata,West Bengal,13709.0,Salaried,2024-11-24,Approved,low
USR37034,Indira Sodhi,BKWAO0536J,4276 5900 9808,,Bengaluru,Karnataka,65150.0,Business Owner,2026-01-11,Rejected,
USR37037,Jeet Sane,IRTWA7467A,8.44E+11,1961-08-28,Ludhiana,Punjab,9620.0,Farmer,2025-10-13,Approved,low
USR37038,Unni Mishra,QSLQL7822J,9.23E+11,2002-03-10,Jalandhar,Punjab,89805.0,Gig Worker,2024-05-08,Approved,low
USR37042,Thomas Sule,MZHFG5529G,5.51E+11,1989-05-09,Chennai,Tamil Nadu,,Retired,2024-05-26,Approved,high
USR37043,Lakshmi Golla,XGRRX5834M,3410 9383 3942,1977-08-08,Chennai,Tamil Nadu,50631.0,Freelancer,,In Progress,medium
USR37047,Balendra Randhawa,FDCYW5941I,69485114,1981-05-17,Jalandhar,Punjab,31121.0,Student,,Approved,low
USR37057,Ishita Sen,ZIBEO7648,XXXX-XXXX-7801,1966-03-21,Bengaluru,Karnataka,29347.0,Retired,2024-12-12,Approved,medium
USR37058,Upadhriti Sha,Z1R1Z9953N,2.67E+11,1960-03-31,Kolkata,West Bengal,68744.0,Retired,2026-03-09,Approved,low
USR37061,Brinda Nanda,TZBYR8276H,XXXX-XXXX-3889,1995-09-12,Mumbai,Maharashtra,20390.0,Retired,2024-06-18,Pending,medium
USR37062,Ayush Nadig,RHJHT8853L,0888-2852-3600,1983-12-16,Delhi,Delhi,33287.0,Business Owner,2024-12-17,Approved,low
USR37071,Deepa Pall,KUXRJ8387V,2.86E+11,1975-12-04,Jalandhar,Punjab,18400.0,Business Owner,,Approved,high
USR37082,Alexander Khatri,HOISH2896D,1740-2671-1328,1991-06-22,Chennai,Tamil Nadu,56722.0,Self Employed,2024-03-01,Approved,low
USR37088,Luke Jha,YHNYQ3039A,8374 0217 1616,1997-07-15,Mumbai,Maharashtra,25966.0,Business Owner,2024-11-21,Approved,low
USR37089,Benjamin Gade,JFOKE4079O,5.25E+11,1978-02-21,Lucknow,Uttar Pradesh,76986.0,Gig Worker,2024-02-12,Approved,medium
USR37092,Bhanumati Ravi,CGNUB8848W,83363875466,1996-10-31,Kolkata,West Bengal,18597.0,Farmer,2025-06-06,Rejected,high
USR37095,Mekhala Palan,AGZGG0967Y,3.58E+11,2003-12-26,Ludhiana,Punjab,23000.0,Salaried,2024-10-20,Approved,medium
USR37096,Radha Chopra,,9.79E+11,1972-04-26,Lucknow,Uttar Pradesh,12932.0,Student,2025-02-11,Pending,high
USR37097,Frado Thaker,LGEZJ2832X,XXXX-XXXX-9087,1986-02-14,Pune,Maharashtra,18710.0,Farmer,2024-12-06,Approved,low
USR37101,Shaurya Sood,,7226 3659 5338,2001-05-31,Delhi,Delhi,19403.0,Salaried,2024-04-01,Approved,high
USR37102,Kiaan Kaul,SMWLH2362I,58866518910,1969-04-09,Hyderabad,Telangana,65794.0,Student,2024-08-06,In Progress,medium
USR37103,Peter Jani,DIGEL8671N,7017 4296 5980,1966-09-09,Jaipur,Rajasthan,30761.0,Gig Worker,2026-01-17,Approved,low
USR37108,Qarin Bora,XKQQW2792V,7336 9381 8878,1968-04-08,Jaipur,Rajasthan,16547.0,Farmer,2025-07-14,Approved,medium
USR37110,Manbir Tak,KPVGM0734K,3.35E+12,1993-09-16,Jaipur,Rajasthan,10595.0,Business Owner,2024-03-19,Approved,high
USR37111,Jackson Shanker,UVOMF4250M,XXXX-XXXX-4135,1985-10-13,Delhi,Delhi,11200.0,Gig Worker,2025-12-19,Approved,low
USR37115,Falan Master,,5.99E+12,1960-08-18,Amritsar,Punjab,23206.0,Business Owner,2025-01-22,Approved,medium
USR37121,Bhavika Thaker,MKYUT2802M,15496732243,1983-07-29,Bengaluru,Karnataka,31824.0,Self Employed,2025-02-16,Approved,low
USR37122,Aahana Sane,TBNUO0051T,4.59E+11,,Pune,Maharashtra,,Salaried,2024-06-08,Approved,low
USR37131,Sara Sant,VGGJA7930K,9075 8535 1908,2006-02-01,Mumbai,Maharashtra,13685.0,Unemployed,2024-09-22,Approved,high
USR37132,Aditya Goswami,QESUC2234D,7.03E+11,1971-10-06,Hyderabad,Telangana,24766.0,Gig Worker,2024-12-02,Approved,medium
