user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
usr19172,Xalak Balay,IOCAI3172F,2529 0767 4753,25-Dec-03,Calcutta,West Bengal,59215,Student,09-11-25,V,Unknown
USR-47583,Harini Hegde,FEOPK6486E,4.71E+11,12-Oct-64,Hyderabad,Telangana,"INR 41,099",Farmer,,APPROVED,Low
USR79571,Bhavna Wadhwa,VJTCV1865,8.57E+11,,Poona,Maharashtra,61869,Salaried,24-02-26,P,LOW
USR69601,Harrison Nori,PCIUE4216S,6.37E+11,08-02-89,Ludhiana,Punjab,32678,Self Employed,27-01-26,VERIFIED,Low
USR71858,anya chakrabarti,GALXF8213C,7349-4166-2620,07-26-1963,Mumbay,Maharashtra,"₹17,122",Unemployed,06-09-24,R,LOW
usr_96934,Darpan Kale,FKQXZ 0417 Z,5592 2219 5881,22-06-86 19:13,jalandhar,Punjab,20190,Business Owner,19-09-24,V,medium
USR90340,XitiSolanki,oxhem2539r,58103026505,07-10-86,Jaipur,Rajasthan,18316,Business Owner,25-09-24,Pending,low
USR10446,Mahika Konda,,8371-3629-0667,05-05-81 17:39,New Delhi,Delhi,34997,Salaried,10-08-25,Done,Low
USR25668,geetika karan,,XXXX-XXXX-2459,04-03-65,Dilli,Delhi,43.6k,Salaried,18-04-24 14:34,Pending,LOW
USR 90519,Zansi Sahni,,7618497899,07-23-1973,jaipur,Rajasthan,14895,Self Employed,30-03-25 21:09,P,LOW
USR 13594,Yashica Shukla,TEIHU8443D,5661 9230 2193,10-Dec-88,jaipur,Rajasthan,14363,Gig Worker,,Verified,LOW
usr_69697,Tamanna Korpal,IVBYH2592A,9763-0611-1296,,Amritsar,Punjab,"₹11,646",Farmer,10-12-25,VERIFIED,MEDIUM
usr_43698,Warinder Oak,CZKPK1957G,6.11E+11,04-06-00 14:43,DELHI,Delhi,18759,Salaried,02-03-25,APPROVED,Low
USR-42406,Jason Tripathi,HVWNK7704D,2.74E+11,28-02-60 10:36,Poona,Maharashtra,Not Available,Self Employed,05-Sep-24,Verified,Low
USR 34582,Chaaya Seth,HKNIB2771F,XXXX-XXXX-9274,,Lucknow,Uttar Pradesh,23667,Retired,22-Mar-24,VERIFIED,MEDIUM
99453,Vritti Hari,AYINP8748K,88629759959,25-08-72 12:30,lucknow,Uttar Pradesh,57.4k,Salaried,21-04-25,Done,Low
USR45479,Arjun Hayer,LZIKO 2175 G,,1061818635,bengaluru,Karnataka,19249,Student,1742888134,KYC_DONE,Low
USR82842,Amol Parekh,YPPKQ3679U,2872-6916-5318,21-01-92,Kolkata,West Bengal,"₹13,246",Unemployed,25-Jan-25,VERIFIED,Low
USR11263,Amol Wagle,,9451-1071-9862,1179253644,Bombay,Maharashtra,22.3k,Retired,12-10-25,Done,Unknown
usr_17271,Arunima Radhakrishnan,KUCJE 9603 X,3.51E+11,-199161337,chennai,Tamil Nadu,"₹31,018",Business Owner,08-07-24,Rejected,Low
USR14129,Vrishti Karpe,WJLAC6525F,6618641797,03-09-86,Chennai,Tamil Nadu,26997,Salaried,05-19-2025,Verified,MEDIUM
USR21726,Balendra Bhalla,LUEMJ4656L,6853 3318 6680,06-10-00,Jalandhar,Punjab,20627,Self Employed,29-03-25 17:11,P,MEDIUM
USR 65274,Abdul Patla,AOASA2389,9.14E+11,02-Sep-63,Jaipur,Rajasthan,10.6k,Farmer,31-10-24 9:29,APPROVED,Low
USR60353,Ekansh Ramaswamy,,6.69E+11,28-Sep-04,pune,Maharashtra,"INR 64,615",Freelancer,20-09-25,R,low
USR25677,Indali Bhandari,HVLIO0431P,9.67E+11,17-12-72,Chennai,Tamil Nadu,"₹43,876",Unemployed,04-12-25 13:53,Under Review,LOW
USR10097,Faris Rattan,ejtqu5238w,3112-9742-2048,26-09-61,kolkata,West Bengal,71021,Unemployed,10-02-25,APPROVED,Low
USR28948,  Abhiram Bali  ,FWDMS7671M,4.48E+11,28-10-84 4:44,Chennai,Tamil Nadu,18838,Salaried,,Rejected,low
USR72281,Chatresh Naik,DERZV4142J,81817014498,29-12-65,Bengaluru,Karnataka,"₹46,470",Unemployed,05-01-26,VERIFIED,MEDIUM
USR29943,Udant Ahuja,BVAGG2440J,5.79E+11,,delhi,Delhi,11579,Self Employed,1741490856,Pending,Medium
USR-34377,Kalpit Palan,OVJUL9539X,5895-0948-3617,15-01-84,LKO,Uttar Pradesh,-12999,Freelancer,09-Apr-25,KYC_DONE,Low
USR16993,Waida Khare,LOUTY3543F,,03-Oct-64,ASR,Punjab,"INR 17,618",Salaried,06-18-2024,Done,low
usr41261,  Kai Chokshi  ,KSHNF 5685 S,6.65E+11,06-11-77,JPR,Rajasthan,,Retired,16-May-24,PENDING,LOW
USR-84131,WRIDDHISH MURTHY,OPFBF7523,XXXX-XXXX-9675,28-12-68 16:15,HYDERABAD,Telangana,24004,Freelancer,,Under Review,Low
USR27947,Prisha Ga1a,XNDNS3904D,6633-5950-1719,710420682,Jalandar,Punjab,39.2k,Unemployed,17-Dec-24,FAILED,LOW
USR-88205,QABIL AMBLE,AAXZH6372N,6112-0100-1144,07-11-90,LKO,Uttar Pradesh,39374,Farmer,,V,LOW
70783,Urmi Uppal,,,20-11-97,Poona,Maharashtra,22455,Salaried,19-02-24,Verified,Low
USR-72680,Logan Mall,RSDEO4474Q,7.86E+11,13-08-83,pune,Maharashtra,14695,Business Owner,21-07-24,Verified,Low
USR 73926,Ekiya Bajaj,UXQZU1744O,3522-4472-2397,17-10-73 10:17,chennai,Tamil Nadu,50241,Freelancer,19-Apr-24,Done,MEDIUM
USR23223,Harish Modi,XDYSB 8987 Q,6.45E+11,14-08-89,Calcutta,West Bengal,15.5k,Unemployed,1711212833,PENDING,UNKNOWN
usr91618,krishna chakraborty,ROSQX-1727-J,2.80E+11,14-12-95,kolkata,West Bengal,"Rs. 15,646",Business Owner,30-06-25 20:40,Done,medium
USR47346,TRISTAN BORAH,tgvez6276o,8.73E+11,03-06-92 23:11,LKO,Uttar Pradesh,"Rs. 34,396",Student,02-18-2024,Done,Low
USR58565,Advay Naidu,MLZLA-9678-Q,3.42E+11,10-09-65,pune,Maharashtra,"INR 52,411",Business Owner,29-May-24,V,Medium
USR21770,christopher kota,csoha3969h,3508 6904 4071,11-23-1994,Jaipur,Rajasthan,13791,Salaried,23-Oct-24,P,Low
USR62704,  Anusha Rajagopalan  ,OKKQH4670Y,8.78E+11,03-01-70 20:54,LKO,Uttar Pradesh,25847,Gig Worker,14-07-25,P,LOW
usr_81477,William Vala,CJWSS8847C,6.54E+11,279918387,jaipur,Rajasthan,Not Available,Retired,1753673754,V,Low
USR18762,mahika deo,D1HRW2411R,1333 1265 7799,-117188905,chennai,Tamil Nadu,26.4k,Retired,16-Mar-25,Pending,High
usr_90036,Warhi Sami,BHKGG6936J,7.05E+11,03-01-76 3:42,LKO,Uttar Pradesh,"₹56,062",Self Employed,01-05-24 17:54,FAILED,medium
USR13546,Alexander Chowdhury,BXWHX 2268 E,2.57E+11,02-22-2001,amritsar,Punjab,,Gig Worker,25-Apr-24,APPROVED,Low
usr_45392,Teerth Choudhury,WRXOU9931Q,1118-7134-5786,25-11-96 10:36,chennai,Tamil Nadu,,Student,01-02-24 8:59,Under Review,Low
USR34134,UPADHRITI CHAUDRY,QOKXR-1753-B,1.89E+11,,JPR,Rajasthan,"₹19,810",Unemployed,09-Sep-25,Rejected,Low
11301,Baljiwan Singh,AUAIU7622K,7936 2210 0277,11-21-1997,Delhi,Delhi,100966,Farmer,26-08-25,R,medium
USR50969,HARINAKSHI PARSA,MQRCS 8685 E,2.03E+12,04-19-1970,Jalandar,Punjab,-14043,Unemployed,09-13-2025,V,HIGH
USR-86956,Laban Kapadia,ZPXQA0585H,5.42E+11,22-04-02,HYDERABAD,Telangana,19171,Farmer,20-03-24,Verified,LOW
USR51230,Ekaraj Srinivas,iibmn5100h,2355 5402 3497,04-07-71,kolkata,West Bengal,30158,Gig Worker,29-10-24 6:45,APPROVED,LOW
USR 75448,SANAYA DYAL,UMEVC 1136 H,6.12E+11,10-01-92,Bengaluru,Karnataka,"₹34,139",Self Employed,12-09-25 10:45,Pending,low
USR 69412,NIDRA PRADHAN,IRCLF 9846 L,0678 1864 3845,,lucknow,Uttar Pradesh,,Retired,,Done,low
USR88140,  Frederick Chopra  ,NMSMH0141F,3.52E+11,12-Nov-02,Mumbai,Maharashtra,,Retired,26-05-24 2:08,APPROVED,Low
USR77011,pahal reddy,PLXZU3392I,2479 5912 6333,27-04-77,BLR,Karnataka,"Rs. 25,615",Freelancer,02-12-24,APPROVED,High
USR36841,Naksh Master,NWKJB4637F,8819-2560-3515,23-07-02 18:20,New Delhi,Delhi,,Unemployed,09-02-25 20:07,Verified,LOW
USR99788,Lekha Ganguly,ALGPF4598X,4310-3789-7745,07-Nov-75,Delhi,Delhi,,Unemployed,28-02-24 6:04,V,low
USR26828,JasmitVarma,UFADX9282F,6593 0398 8579,04-06-04,Calcutta,West Bengal,32700,Freelancer,17-05-25 22:55,APPROVED,low
USR51040,dalaja hegde,QWDWT6938Q,5032-2619-9512,06-06-69 15:23,jaipur,Rajasthan,-50638,Business Owner,09-05-25,VERIFIED,LOW
USR-79656,Mugdha Sunder,VMGHH 5335 M,XXXX-XXXX-5697,25-04-00,Pune,Maharashtra,51733,Retired,07-01-24 21:14,Done,Unknown
USR 33506,VASATIKA SASTRY,RKZJI 1348 B,5.86E+11,10-09-60,Hyderabad,Telangana,15982,Student,31-03-26,Verified,low
USR68360,aarav kant,XRNTY-5244-T,2.16E+11,07-09-79,Delhi,Delhi,61340,Self Employed,19-10-24 21:23,Done,LOW
usr44729,Henry Goyal,TMELG8670X,,08-Apr-06,Amritsar,Punjab,14920,Farmer,05-01-24,Done,low
USR87830,Libni Bains,,6.10E+11,18-Dec-73,LDH,Punjab,29883,Freelancer,12-01-24,V,MEDIUM
USR 35517,Zilmil Dixit,,9.30E+11,11-06-68,kolkata,West Bengal,18.1k,Student,16-Nov-25,Verified,MEDIUM
USR32967,edhitha swamy,GSXTE0042V,7.36E+11,11-08-04,amritsar,Punjab,35507,Retired,,Verified,unknown
usr22545,TANISH PAU,CJBSA 7420 B,,107167081,Jalandar,Punjab,-31439,Salaried,28-03-25,KYC_DONE,Medium
USR 43967,Janaki Balakrishnan,xgjpt5617q,1433776415,16-11-07,Jalandhar,Punjab,11020,Salaried,12-04-24,V,MEDIUM
USR 37857,Bhavna Munshi,PTKWI5532W,1.54E+12,19-05-72 11:05,LDH,Punjab,44066,Unemployed,08-06-24,APPROVED,Low
USR61362,Baljiwan Halder,VOZER0905Y,51730455728,,chennai,Tamil Nadu,28068,Farmer,21-02-24,APPROVED,Low
USR29139,Anya Varghese,QZGVV8992R,3743 3950 0645,02-01-79,LDH,Punjab,62529,Farmer,06-07-24,APPROVED,LOW
USR96406,  Meera Buch  ,UDVMH0967E,5512-5292-5481,31-Jul-98,jalandhar,Punjab,"INR 24,782",Unemployed,1727869806,V,LOW
USR45363,Watika Chopra,DQSCZ2436Q,9.89E+11,20-03-99 14:32,DELHI,Delhi,12188,Gig Worker,13-Feb-25,APPROVED,Medium
USR21620,Ekani Khare,QEGAN1760V,3.47E+11,,Mumbai,Maharashtra,18928,Freelancer,06-Jun-25,VERIFIED,medium
USR89496,Harshil Dara,WHJUM1475Z,5611-0084-9017,09-07-04,chennai,Tamil Nadu,71653,Unemployed,01-01-25,Verified,MEDIUM
USR18249,Anmol Chadha,JNPVR9618P,,,Jalandar,Punjab,39620,Student,08-Jan-24,Under Review,MEDIUM
USR40059,Neel Dhillon,NCXXT4345M,0893 4729 9319,25-Oct-03,Jalandar,Punjab,27077,Retired,11-12-24 22:30,Rejected,High
USR98294,Rayaan Kumar,MMNDS1256Z,9.87E+11,25-12-67 1:17,BLR,Karnataka,27293,Retired,29-04-24,V,LOW
USR42619,  Isaiah Dugar  ,UTQEA0641E,3.92E+11,04-10-72 13:58,Kolkata,West Bengal,37259,Business Owner,08-12-24,V,Low
USR 53151,VIHAAN DALAL,CGFKF4527T,8.27E+11,,HYDERABAD,Telangana,29.7k,Student,13-02-26,VERIFIED,low
USR-84857,Aachal Sarma,PJQJZ5581H,XXXX-XXXX-8183,,Hyd,Telangana,26719,Retired,,Done,low
49573,MAANAS SARMA,GAIXM0518I,3083-2453-5979,16-11-73,Chennai,Tamil Nadu,"₹13,328",Farmer,09-06-24 8:10,Verified,Low
USR70651,Eta Subramaniam,PRXDV3782J,XXXX-XXXX-5167,29-05-75 12:23,Ludhiana,Punjab,"₹10,359",Salaried,01-01-26,VERIFIED,medium
USR11879,Chasmum Nagar,WIOJL4946T,,06-24-1985,Poona,Maharashtra,36788,Freelancer,22-Feb-26,V,medium
USR29868,WarhiSagar,YLRMS 3707 T,5742 4813 6649,03-05-84,Mumbay,Maharashtra,21755,Freelancer,31-Aug-24,APPROVED,MEDIUM
USR34264,Libni Dash,IGEJL2736,3.27E+11,29-07-90 18:55,ASR,Punjab,82337,Freelancer,17-02-25,APPROVED,medium
USR15429,dipta reddy,EQVKR8019Z,1.54E+11,10-29-1987,Hyd,Telangana,"Rs. 24,016",Salaried,04-05-25 1:32,Done,Low
USR13267,Ijaya Mittal,iwxet2031r,0593 4077 7548,15-11-86 22:50,Bengaluru,Karnataka,20314,Salaried,,KYC_DONE,LOW
USR41987,pranav chandra,XSQQR2598G,1063 6498 5363,10-07-62 5:14,DELHI,Delhi,-25060,Self Employed,24-01-26,APPROVED,low
USR 39392,  Charan Deshmukh  ,JMEMK0270M,22841017951,,Amritsar,Punjab,"INR 24,666",Freelancer,,VERIFIED,LOW
usr21780,Logan Randhawa,XGCKY3381H,8.94E+11,,jaipur,Rajasthan,21731,Business Owner,31-08-24,APPROVED,Low
USR95121,Gaurangi Sethi,CZACV1168F,3559-3193-8450,29-07-98 2:30,Jaipur,Rajasthan,"₹43,539",Unemployed,1720393859,V,Low
USR86169,Ekaraj Rege,HOZZC5472G,9521-0250-1301,13-10-69 3:38,Delhi,Delhi,17755,Business Owner,26-Aug-24,KYC_DONE,low
USR83091,AMRUTA SACHDEVA,UUUBY2767A,XXXX-XXXX-7747,08-09-89 15:48,Amritsar,Punjab,"₹20,838",Unemployed,11-12-24 14:47,KYC_DONE,Medium
USR-85820,Sudiksha Karan,XWBGI1245A,7.79E+11,26-Nov-63,New Delhi,Delhi,-33087,Unemployed,09-Jul-25,VERIFIED,Medium
USR43536,Vincent Ch0udhary,hngjd9944r,1318 0104 3148,03-10-81 18:40,ASR,Punjab,45817,Gig Worker,01-11-25,Verified,low
USR37088,Luke Jha,YHNYQ3039A,8374 0217 1616,07-15-1997,mumbai,Maharashtra,"Rs. 25,966",Business Owner,1732216729,Done,Low
USR 52432,Reyansh Modi,EHBSB 8634 Q,XXXX-XXXX-4991,12-12-84,LDH,Punjab,44389,Unemployed,09-12-25,Done,LOW
USR-46751,NAKUL PATHAK,EEKCT8736D,0461 1873 9495,08-06-89 21:37,BLR,Karnataka,19.3k,Farmer,02-10-25 16:32,V,low
USR59777,Champak Morar,,1860 7879 8059,27-12-96 21:31,LKO,Uttar Pradesh,"Rs. 12,698",Self Employed,26-12-25 0:30,IN_PROGRESS,LOW
USR 90266,Jairaj Natt,ASBQU 8797 E,7854-1124-1650,08-09-94,Chennai,Tamil Nadu,"₹5,140",Salaried,29-10-25 12:55,IN_PROGRESS,MEDIUM
USR-99468,DEEPA DARA,YPOFM6166M,3.09E+11,,Calcutta,West Bengal,18509,Gig Worker,09-Feb-26,PENDING,MEDIUM
USR50186,  Chakradev Thakkar  ,twjcu8976v,8.73E+12,09-Sep-95,ludhiana,Punjab,16849,Salaried,19-04-25 16:04,VERIFIED,LOW
USR63399,Hema Krish,TGZJM5567X,7744 5273 9040,19-02-71,Jaipur,Rajasthan,,Business Owner,22-07-24 3:45,Verified,Low
USR33014,Mitesh Dyal,CDKJA-1610-B,XXXX-XXXX-9817,04-01-98 21:53,Bombay,Maharashtra,"INR 44,154",Self Employed,1713980948,Rejected,Low
USR 54030,Sanya Dash,JLXJV8578S,2625 5387 7483,15-08-66 0:36,amritsar,Punjab,19664,Salaried,21-02-25 14:31,Verified,LOW
USR44394,Baljiwan Chatterjee,IVKLK9009J,93613531717,08-12-06,ASR,Punjab,16552,Salaried,11-Apr-25,Done,MEDIUM
15536,Indira Seth,PJSUV5994P,3.25E+11,04-22-2001,Jaipur,Rajasthan,"₹31,550",Student,,KYC_DONE,low
USR88192,Dev Toor,CKZGJ 6659 I,1.34E+11,18-11-98 8:23,ludhiana,Punjab,-63640,Salaried,1708979899,Verified,medium
usr54367,Vasatika Ramesh,MFPOF1293U,2.00E+11,16-Jan-70,Madras,Tamil Nadu,"INR 63,788",Salaried,24-Oct-25,APPROVED,LOW
USR-55498,Pavani Ramesh,OXCWJ9690,9.52E+11,01-02-86 22:57,amritsar,Punjab,51298,Student,04-02-25,KYC_DONE,Low
USR-74472,Deepa Lal,VBALY 8638 Z,5.39E+11,672496322,Jaipur,Rajasthan,"₹93,886",Freelancer,09-04-24,VERIFIED,MEDIUM
USR12258,Nandini Sharma,CVEQJ3082Y,9.20E+11,,HYDERABAD,Telangana,"Rs. 31,998",Farmer,22-03-26,V,Unknown
usr52476,Dev Parikh,FGHSV3135Z,,28-Feb-87,Jaipur,Rajasthan,31523,Gig Worker,,Rejected,LOW
usr51234,Sathvik Upadhyay,edjku3254r,4.85E+12,12-04-62 9:46,LDH,Punjab,"INR 50,885",Farmer,31-07-24 7:12,APPROVED,low
USR-53455,Qarin Cherian,NQONI1105C,9146 9041 6268,29-04-86 22:26,Lucknow,Uttar Pradesh,27456,Business Owner,30-01-24 2:01,V,MEDIUM
usr84281,Girindra Savant,GEFV04569P,4125598556,24-03-60,chennai,Tamil Nadu,60491,Unemployed,02-03-25,Verified,high
USR11554,Quincy Verma,dodqu7561m,7298 9494 8400,18-03-64 12:50,Pune,Maharashtra,33967,Retired,22-03-26,KYC_DONE,Low
USR71339,tanay dube,HMCFM-1620-M,XXXX-XXXX-5059,22-04-79 1:58,Poona,Maharashtra,"₹25,359",Unemployed,21-07-25 6:14,V,Low
USR70096,Girish Palla,FVZJC0290C,1257-3588-7377,09-11-89,Bangalore,Karnataka,"₹28,220",Salaried,11-26-2024,Pending,Low
USR-83279,Frado Ahluwalia,YJILU2235V,7.44E+11,27-01-66 21:29,Hyd,Telangana,24332,Gig Worker,26-Jan-24,V,MEDIUM
USR41914,Brinda Bhakta,BYPXL5660R,2.93E+11,05-02-81 4:33,kolkata,West Bengal,"Rs. 62,344",Salaried,08-24-2025,VERIFIED,low
usr95268,WYATT BHARGAVA,CECZM3394Z,,389276293,lucknow,Uttar Pradesh,58193,Freelancer,,Reject,low
USR15445,Daniel Bhatt,DWWLB8764U,,02-12-66,Jaipur,Rajasthan,,Retired,12-May-24,IN_PROGRESS,Unknown
usr35049,Gautami Doshi,uhpes0873o,6.03E+11,03-Dec-02,Chennai,Tamil Nadu,"INR 17,014",Student,25-04-25 21:28,V,LOW
USR38212,Ayushman Dugal,RVHDL4628X,5.19E+12,19-09-97 21:57,LDH,Punjab,35352,Self Employed,28-12-24,Done,low
USR11016,Charita Yadav,XXHQY3782Y,1061 1461 5794,10-30-1981,kolkata,West Bengal,Not Available,Gig Worker,11-26-2024,V,Low
usr_57568,Balhaar Dora,TGUEP6261U,1751-4669-1398,1195655555,Jalandar,Punjab,"₹15,273",Business Owner,15-04-24 10:11,KYC_DONE,MEDIUM
USR34740,Urvashi Rana,,7.38E+11,12-03-99 1:37,jaipur,Rajasthan,"Rs. 18,331",Student,04-17-2025,Verified,LOW
USR69400,Ishwar Varma,,4.14E+11,17-06-85,ludhiana,Punjab,15711,Business Owner,23-08-24,VERIFIED,medium
USR19153,Hiral Sodhi,NKGBF1703O,5288 9580 4786,,Dilli,Delhi,19343,Business Owner,04-21-2025,APPROVED,low
USR59121,  Naksh Issac  ,FMLAG1034C,,10-02-65,Ludhiana,Punjab,20.3k,Unemployed,16-10-24,REJECTED,LOW
USR28514,Nisha Sachdev,dcuuj5630p,1460 8551 6139,22-Nov-67,amritsar,Punjab,50830,Gig Worker,30-03-24,P,medium
USR-17391,Ladli Shenoy,XGVZO0608J,6446 8195 4856,31-07-67,Poona,Maharashtra,"₹36,434",Gig Worker,15-08-25 6:31,KYC_DONE,unknown
USR57818,Viraj Bera,vnwrj6238d,XXXX-XXXX-2200,18-10-96 22:31,pune,Maharashtra,24144,Freelancer,29-04-24,Verified,Low
USR22989,Abhimanyu Bava,SWUDK3805E,,31-08-80 0:21,Pune,Maharashtra,Not Available,Business Owner,16-09-25,KYC_DONE,Medium
USR83345,Ayushman Shah,SCURD-8487-Z,9735-6898-1233,773039074,jalandhar,Punjab,17.7k,Retired,29-02-24,V,medium
USR76846,UCCHAL AGGARWAL,NPFLU9503K,2.08E+11,13-10-75,Jaipur,Rajasthan,15318,Retired,06-Sep-24,VERIFIED,Medium
USR 44048,Sathvik Basak,QVQYR1204K,1507816677,02-10-76 2:36,Amritsar,Punjab,"INR 36,467",Student,10-Jul-24,VERIFIED,Low
USR 50030,eesha rattan,WWUGC2104M,7.50E+11,10-04-89,JPR,Rajasthan,"₹29,509",Business Owner,18-02-26 7:48,P,LOW
USR12136,Vanya Sarma,AZJMW2919D,9.56E+11,03-15-1979,Lucknow,Uttar Pradesh,"₹17,778",Unemployed,27-02-26,R,Low
usr_10285,Samaksh Buch,TNCFZ5575D,3.34E+11,01-10-80,LKO,Uttar Pradesh,25.8k,Freelancer,11-09-25 10:14,Done,unknown
usr66509,Chaaya Deshpande,fntgi9983v,,20-09-73,HYDERABAD,Telangana,35788,Farmer,19-03-25 13:08,VERIFIED,MEDIUM
usr94784,Nathan Mahajan,DCIUU9137F,5.37E+11,29-10-01 16:09,Bengaluru,Karnataka,"₹14,721",Business Owner,08-05-24,P,medium
USR59100,Libni Ka1ita,QGLPO 5902 C,9.08E+11,01-26-1994,bengaluru,Karnataka,Not Available,Self Employed,11-02-26 17:12,PENDING,High
USR32751,Indira Lata,NSNIF9697N,9183423485,11-12-69 1:31,ludhiana,Punjab,"INR 23,819",Farmer,06-29-2024,V,LOW
USR21376,Yatin Behl,RWMPK2997D,3.70E+11,,jalandhar,Punjab,44940,Freelancer,20-02-26 5:58,FAILED,low
USR74779,Harrison Basak,,6596 4961 0571,24-12-68,JPR,Rajasthan,"Rs. 29,276",Freelancer,07-01-25,Reject,LOW
USR72506,Inaya Dixit,TYDCV9989,XXXX-XXXX-0976,,Chennai,Tamil Nadu,20.8k,Student,06-Aug-25,Under Review,High
USR44776,Upma Kakar,UTYGH1016,67358963873,967398758,BLR,Karnataka,"INR 35,573",Unemployed,29-03-25 23:33,VERIFIED,MEDIUM
USR92283,Jasmit Barad,RPSEU3932H,9.03E+11,12-03-92,LKO,Uttar Pradesh,"₹17,912",Retired,,V,Low
USR94941,Abha Mane,EKPWV9307N,8.84E+11,25-12-63,jaipur,Rajasthan,,Salaried,1745590224,Done,low
USR86913,Alka Krishnan,IMQMV8714L,2.93E+11,06-Feb-64,jaipur,Rajasthan,,Salaried,13-01-25,KYC_DONE,LOW
USR 53537,Gautam Sule,LCRNS5559Z,1.41E+11,04-11-00,Amritsar,Punjab,57.2k,Retired,03-17-2024,KYC_DONE,LOW
USR-70546,Warhi Mody,PDNM15071Q,1.54E+11,09-18-2000,Ludhiana,Punjab,33844,Farmer,28-10-24,V,low
USR 88482,gaurang yohannan,NCMQF9511X,6093-5026-9116,11-08-05,lucknow,Uttar Pradesh,21754,Farmer,24-06-24 2:17,Under Review,Low
USR62391,YASHODA GADE,NFBCE0619,9465 9216 6258,19-08-67,chennai,Tamil Nadu,"Rs. 12,844",Self Employed,31-May-25,PENDING,low
88018,ARYA RAU,UBWGH4495,9.89E+11,29-12-93 22:37,amritsar,Punjab,12528,Salaried,04-20-2024,V,LOW
USR33206,  Warinder Chaudhuri  ,RBPLD4527E,5008-0493-0964,03-Jul-60,Chennai,Tamil Nadu,"₹36,674",Farmer,1757908730,Done,Low
USR 93865,tanvi mammen,YPMZF8394Z,6.65E+11,10-17-1997,Ludhiana,Punjab,12128,Farmer,30-03-24 15:30,KYC_DONE,LOW
USR21984,Thomas Sama,YTJXA9134D,2.94E+11,13-01-74,Madras,Tamil Nadu,"INR 22,551",Student,01-11-25 23:31,KYC_DONE,Low
USR63781,Anita Bhargava,TMBKD 2146 R,4066 8666 6176,20-05-75,Mumbay,Maharashtra,36025,Unemployed,15-02-26 16:09,Done,unknown
USR55883,Janaki Gour,PIUFT 3235 K,3507 1283 0217,06-08-78 11:40,BLR,Karnataka,"INR 26,255",Farmer,06-06-24,Reject,LOW
USR35248,  Faras Kale  ,NVUJK1478C,5.38E+12,30-06-85 13:05,HYDERABAD,Telangana,59252,Farmer,06-02-24 6:46,KYC_DONE,LOW
USR14797,EKTA SATHE,LJBBT 9096 S,5.63E+11,07-06-93,Ludhiana,Punjab,18488,Salaried,04-10-24,VERIFIED,LOW
USR90203,Indrajit Nori,CHWVP5548V,6.71E+11,03-02-66 3:56,lucknow,Uttar Pradesh,37201,Gig Worker,10-03-25 4:44,V,LOW
USR 60089,NOAH GOSWAMI,dzwan6259g,XXXX-XXXX-4383,21-05-84 1:35,Jaipur,Rajasthan,-31186,Business Owner,02-28-2024,Done,low
usr16965,Indrajit Som,LALGC2032L,5.61E+11,02-10-90,LDH,Punjab,17715,Unemployed,04-04-25,REJECTED,low
USR28732,OJASVI SANI,DWVZF0482V,4180 8320 9992,11-Dec-00,DELHI,Delhi,"₹13,994",Retired,30-10-25,V,MEDIUM
USR83439,Onveer Chand,UDTQA1364N,3592-9130-6829,04-12-04,Calcutta,West Bengal,"₹23,323",Student,01-05-24 3:01,IN_PROGRESS,LOW
USR66242,Ishaan Yadav,RIQNC8314B,2764-4732-2870,03-20-2007,Pune,Maharashtra,"₹17,106",Self Employed,10-Mar-26,PENDING,Unknown
USR82690,FINN CHANA,rqjnq6519v,0236-2335-3763,19-12-01 11:09,jalandhar,Punjab,67148,Self Employed,01-09-25,R,low
74643,parth madan,IQUGG9409D,4.71E+11,25-12-77 10:16,amritsar,Punjab,16816,Unemployed,10-05-25,P,HIGH
USR21103,Kamya Bala,DFCQQ9790Y,XXXX-XXXX-9176,,Bangalore,Karnataka,26803,Student,25-04-25,Done,medium
25446,Nicholas Barman,ARDQU3351W,6554 9315 6392,29-04-91 17:22,Delhi,Delhi,Not Available,Gig Worker,13-Nov-25,Done,Unknown
USR85099,Aditya Dara,STKOE0599,6561 1915 0649,02-12-90,DELHI,Delhi,"Rs. 22,528",Student,05-05-24 14:32,Pending,high
USR19892,Balvan Bhatti,ZRSAB2446K,XXXX-XXXX-5406,30-03-69 8:27,Jalandar,Punjab,,Student,08-18-2024,V,medium
usr_17602,Anusha Prashad,BJPJY 8041 D,4553 3199 0231,03-25-2007,Lucknow,Uttar Pradesh,"INR 84,015",Gig Worker,,Verified,LOW
USR65932,  Irya Deol  ,UEMTV6384W,8.61E+11,,LDH,Punjab,"₹23,602",Unemployed,18-08-25,P,low
USR63598,Falguni Mane,CMQPF5991N,8333 7454 1182,05-25-1981,Pune,Maharashtra,21252,Gig Worker,03-06-26,Pending,MEDIUM
USR26915,AARNA DESHMUKH,VVYMS8300C,4.11E+11,1127679632,chennai,Tamil Nadu,-23328,Unemployed,09-06-24,PENDING,LOW
USR93609,Aadhya Khosla,FVHPN6619,622112922,09-12-64,Jalandar,Punjab,12899,Salaried,18-06-25,Pending,low
USR28096,VasatikaSunder,XWJLT3753L,8661-6522-3168,21-06-61,ASR,Punjab,12297,Farmer,18-10-25,Done,Medium
USR 60386,ShauryaJhaveri,NKTPF6689K,,10-01-82,pune,Maharashtra,"₹34,678",Salaried,29-09-25,VERIFIED,MEDIUM
